verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	042b4743192246d5	assemblee	23330	Adopté	LE GOUVERNEMENT	L331-1	modifié	JORFDOLE000026795365	ART. 22	Après l’alinéa 17, insérer les trois alinéas suivants : « 5° bis L’article L. 331‑1 est ainsi modifié : « a) À la première phrase du deuxième alinéa, les mots : « responsable départemental de la direction générale des finances publiques chargé de la gestion publique » sont remplacés par les mots : « directeur départemental des finances publiques » ; « b) Le même alinéa est complété par une phrase ainsi rédigée : « Les modalités de remplacement de ce dernier, en cas d'empêchement, sont fixées par décret. » ; » .	L331-1 (1993-07-27) — écrit par la loi du dossier, 2014-01-01 : Il est institué, dans chaque département, au moins une commission de surendettement des particul […] ‖ avant, 2010-11-01 : Il est institué, dans chaque département, au moins une commission de surendettement des particuliers. Elle comprend le représentant de l'Etat dans  […]		juste		sonnet-juge-a	sonnet-juge-b		Le 5° bis modifie directement L. 331-1 (mots remplacés, alinéa complété).	Le 5e bis du dispositif dit : L'article L. 331-1 est ainsi modifie, a, b.		2026-09-26
juste	04cc41f3c167e07f	senat	130073	Retiré	Mme AÏCHI	L423-6	rédigé	JORFDOLE000029883713	Article 11 ter	Rédiger ainsi cet article : La première phrase de l'article L. 423‑6 du code de la consommation est ainsi rédigée : « Sous réserve des dispositions législatives applicables aux maniements de fonds par des membres des professions réglementés, toute somme reçue par l'association au titre de l'indemnisation des consommateurs lésés est immédiatement versée en compte de dépôt à la Caisse des dépôts et consignations. »	L423-6 (2014-03-19) — écrit par la loi du dossier, 2015-08-08 : Toute somme reçue par l'association au titre de l'indemnisation des consommateurs lésés est immé […] ‖ avant, 2014-03-19 : Toute somme reçue par l'association au titre de l'indemnisation des consommateurs lésés est immédiatement versée en compte de dépôt à la Caisse des […]	//www.senat.fr/amendements/2014-2015/371/Amdt_1469.html	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif réécrit directement la première phrase de L. 423-6, au contenu identique à l'article du fonds.	Le dispositif reecrit la premiere phrase de l'article L. 423-6.		2026-09-26
juste	04ed97fc787a2419	assemblee	12374	Tombé	Mme Jeanine Dubié	L311-17	rédigé	JORFDOLE000027383756	ART. 19 TER	Substituer aux alinéas 2 à 5 l’alinéa suivant : « Art. L. 311‑17. - Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. »	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif substitue aux alinéas 2 à 5 une nouvelle rédaction de L. 311-17 lui-même ; le sort « Tombé » ne change pas la nature de l'action du dispositif.	Le dispositif substitue les alineas par Art. L. 311-17, reecriture directe.		2026-09-26
juste	050d9da19d27a42d	senat	147323	Adopté	Mme JACQUEMET	L711-4	modifié	JORFDOLE000051045642	art. add. après Article 1er bis	Après l'article 1 er bis Insérer un article additionnel ainsi rédigé : L’article L. 711‑4 du code de la consommation est ainsi modifié : 1° Le quatrième alinéa est complété par les mots : « ou des collectivités territoriales débitrices de prestations et aides sociales » ; 2° Le sixième alinéa est complété par les mots : « , soit par une sanction prononcée par le président du conseil départemental dans les conditions prévues à l’article L. 262‑52 du code de l’action sociale et des familles ».	L711-4 (2016-07-01) — en vigueur à la loi du dossier, 2022-12-25 : Sauf accord du créancier, sont exclues de toute remise, de tout rééchelonnement ou effacement : 1° Les dettes alimentaires ; 2° Les réparations pécuniaires allouées aux victimes dans le cadre d'une condamnation pénale ; 3° Les dettes ayant pour origine  […]	//www.senat.fr/amendements/2024-2025/469/Amdt_34.html	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif modifie directement deux alinéas de L. 711-4.	Le dispositif dit : L'article L. 711-4 est ainsi modifie, 1, 2.		2026-09-26
juste	05bde12afdc968d2	assemblee	12403	Non soutenu	Mme Jeanine Dubié	L423-17	rédigé	JORFDOLE000027383756	ART. PREMIER	Rédiger ainsi l'alinéa 44 : « Art. L. 423-10. – Lorsque les manquements reprochés au professionnel par les requérants portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du Traité sur le fonctionnement de l’Union européenne, l’action mentionnée à l’article L. 423-1 ne peut être engagée devant le juge que sur le fondement d’une décision de l’Autorité de la concurrence ou de la Commission européenne constatant ces manquements. Le juge sursoit à statuer sur la responsabilité du professionnel dans l’attente d’une décision qui n’est plus […]	L423-17 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Lorsque les manquements reprochés au professionnel portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du traité sur le fonctionnement de l'Union européenne, la responsabilité du professionnel  […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa réécrit est numéroté « L. 423-10 » dans le dispositif, mais son contenu (manquements, titre II livre IV code de commerce, art. 101-102 TFUE) est celui que la loi a rangé sous L. 423-17 ; le vrai L. 423-10 du fonds porte un tout autre sujet (identité et nombre des consommateurs lésés) — on juge contre le fonds.	Verifie en base et dans la petite loi du Senat (pjl12-810) : le passage redige sous Art. L. 423-10 par cet amendement non soutenu est celui que le dossier placait deja a cet endroit, devenu L. 423-17 dans le fonds ; numero deplace, meme article vise.		2026-09-26
juste	05d328813be70ccf	senat	131465	Retiré	M. BIGOT	L733-11	remplacés	JORFDOLE000030962821	Article 18 sexies (Supprimé)	Rétablir cet article dans la rédaction suivante : I. – Le livre VII du code de la consommation est ainsi modifié : 1° Au premier alinéa de l’article L. 711‑5, les références : « L. 741‑3, L. 741‑7, L. 741‑8 » sont remplacées par les références : « L. 741‑2, L. 741‑6 et L. 741‑7 » ; 2° Le second alinéa de l’article L. 711‑8 est ainsi modifié : a) Les mots : « par l’article L. 733‑1, jusqu’à l’homologation par le juge des mesures recommandées en application des articles » sont remplacés par la référence : « aux articles L. 733‑1, » ; b) Les références : « L. 733‑7, L. 733‑8 » sont remplacées par […]	L733-11 (2018-01-01) — écrit par la loi du dossier, 2018-01-01 : Lorsque les mesures prévues aux articles L. 733-4 et L. 733-7 sont combinées avec tout ou partie de celles prévues à l'article L. 733-1, le juge saisi d'une contestation statue sur l'ensemble des mesures dans les conditions prévues à l'article L. 733-13.	//www.senat.fr/amendements/2015-2016/840/Amdt_55.html	juste		sonnet-juge-a	sonnet-juge-b		Le 16° crée L. 733-11, dont le contenu concorde mot pour mot avec l'article du fonds.	Le 16e du dispositif (verifie en base, amendement 131465) cree Art. L. 733-11, texte identique a celui du fonds.		2026-09-26
juste	05dc0bb9f4adb392	senat	139615	Rejeté	M. LUREL	L441-2	complété	JORFDOLE000038746653	art. add. après Article 4	Après l’article 4 Insérer un article additionnel ainsi rédigé : L’article L. 441‑2 du code de la consommation est complété par un alinéa ainsi rédigé : « Ces techniques peuvent notamment inclure l’introduction volontaire d’une défectuosité, d’une fragilité, d’un arrêt programmé ou prématuré, d’une limitation technique, d’une impossibilité de réparer ou d’une non compatibilité. »	L441-2 (2016-07-01) — en vigueur à la loi du dossier, 2016-07-01 : Est interdite la pratique de l'obsolescence programmée qui se définit par le recours à des techniques par lesquelles le responsable de la mise sur le marché d'un produit vise à en réduire délibérément la durée de vie pour en augmenter le taux de remplac […]	//www.senat.fr/amendements/2018-2019/728/Amdt_353.html	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif complète directement L. 441-2 par un alinéa.	Le dispositif complete directement l'article L. 441-2.		2026-09-26
juste	073a90171769ad5c	assemblee	35995	Adopté	M. Joël Giraud	L421-7	rédigé	JORFDOLE000029883713	APRÈS ART. 11	La section 3 du chapitre Ier du titre II du livre IV du code de la consommation est ainsi rédigée : « Section 3 « Action en réparation « Art. L. 421‑7. – À l’occasion d’une action portée devant les juridictions civiles et ayant pour objet la réparation d’un préjudice subi par un ou plusieurs consommateurs à raison de faits non constitutifs d’une infraction pénale, les associations mentionnées à l’article L. 421‑1 peuvent agir conjointement ou intervenir pour obtenir réparation de tout fait portant un préjudice direct ou indirect à l’intérêt collectif des consommateurs et demander, le cas échéa […]	L421-7 (1993-07-27) — écrit par la loi du dossier, 2015-08-08 : A l'occasion d'une action portée devant les juridictions civiles et ayant pour objet la réparati […] ‖ avant, 1993-07-27 : Les associations mentionnées à l'article L. 421-1 peuvent intervenir devant les juridictions civiles et demander notamment l'application des mesure […]		juste		sonnet-juge-a	sonnet-juge-b		Le dispositif crée L. 421-7 dans une section réécrite, au contenu proche de l'article du fonds.	La section reecrite contient Art. L. 421-7, cree par le dispositif.		2026-09-26
juste	07ac17f6987cfcd3	senat	147403	Rejeté	M. GONTARD	L221-10-1	complété	JORFDOLE000051045642	Article 3	Après l'alinéa 7 Insérer quatre alinéas ainsi rédigés : ...) L’article L. 221-10-1 du code de la consommation est complété par trois alinéas ainsi rédigés : « Le consommateur peut exprimer son refus de recevoir des sollicitations à domicile par tout moyen, notamment par voie d’affichage. « Tout professionnel ayant tiré profit de sollicitations commerciales de consommateurs réalisées au domicile du consommateur en violation des dispositions du présent article est présumé responsable du non-respect de ces dispositions, sauf s'il démontre qu'il n'est pas à l'origine de leur violation. « Tout cont […]	L221-10-1 (2022-05-28) — en vigueur à la loi du dossier, 2022-05-28 : Est interdite toute visite non sollicitée d'un professionnel au domicile d'un consommateur en vue de vendre des produits ou de fournir des services lorsque le consommateur a manifesté de manière claire et non ambiguë ne pas vouloir faire l'objet d'un […]	//www.senat.fr/amendements/2024-2025/469/Amdt_114.html	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif complète directement L. 221-10-1 par trois alinéas.	Le dispositif complete directement l'article L. 221-10-1 de trois alineas.		2026-09-26
juste	083b2a6dc1f52fae	senat	145050	Rejeté	Mme BRULIN	L224-3	complété	JORFDOLE000046027237	art. add. après Article 13	Après l'article 13 Insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° L’article L. 224‑3 est complété par un alinéa ainsi rédigé : « ...° les pays de production concernant le gaz, en précisant les proportions et la technique d’extraction. » ; 2° L’article L. 224‑12 est complété par un alinéa ainsi rédigé : « Le fournisseur de gaz naturel est tenu de préciser une fois par an dans un document annexé à la facture les pays de production du gaz, en précisant dans quelles proportions et avec quelle technique d’extraction. »	L224-3 (2016-07-01) — écrit par la loi du dossier, 2023-07-01 : L'offre de fourniture d'électricité ou de gaz naturel précise, dans des termes clairs et compréh […] ‖ avant, 2023-01-01 : L'offre de fourniture d'électricité ou de gaz naturel précise, dans des termes clairs et compréhensibles, les informations suivantes : 1° L'identit […]	//www.senat.fr/amendements/2021-2022/828/Amdt_69.html	juste		sonnet-juge-a	sonnet-juge-b		Le 1° du dispositif complète directement L. 224-3 par un alinéa.	Le 1er du dispositif dit : L'article L. 224-3 est complete par un alinea ainsi redige.		2026-09-26
juste	08daf65ea0a3827f	assemblee	12616	Tombé	M. Damien Abad	L311-17	rédigé	JORFDOLE000027383756	ART. 19 TER	Substituer aux alinéas 2 à 5 l'alinéa suivant : « Art. L. 311-17. - Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. »	L311-17 (1993-07-27) — écrit par la loi du dossier, 2014-12-18 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti d'une carte ouvrant  […] ‖ avant, 2011-05-01 : Lorsque le crédit renouvelable mentionné à l'article L. 311-16 est assorti de l'usage d'une carte ouvrant droit à des avantages commerciaux et prom […]		juste		sonnet-juge-a	sonnet-juge-b		Dispositif identique à 04ed97fc787a2419 : substitution qui réécrit L. 311-17 lui-même, malgré la chute de l'amendement (Tombé).	Le dispositif substitue les alineas par Art. L. 311-17, reecriture directe (meme texte que 04ed97fc787a2419).		2026-09-26
juste	099d4fcbedc83dc6	assemblee	24723	Retiré	M. Marcel Rogemont	L331-1	modifié	JORFDOLE000027617351	ART. 10	I. – Après l’alinéa 22, insérer les quatre alinéas suivants : « I bis. – L’article L. 331‑1 du code de la consommation est ainsi modifié : « 1° Après le sixième alinéa est inséré un alinéa ainsi rédigé : « 4° Un représentant des bailleurs sociaux désigné par le représentant de l’État dans le département, sur proposition des bailleurs, lorsque le locataire loue un logement social au sens de l’article L. 441‑1 du code de la construction et de l’habitation. ». « 2° Au septième alinéa, la référence : « et 3° » est remplacée par les références : « 3° et 4° » ».	L331-1 (1993-07-27) — en vigueur à la loi du dossier, 2014-01-01 : Il est institué, dans chaque département, au moins une commission de surendettement des particuliers. Elle comprend le représentant de l'Etat dans le département, président, et le directeur départemental des finances publiques, vice-président. Chacune d […]		juste		sonnet-juge-a	sonnet-juge-b		Le I bis insère un alinéa dans L. 331-1 lui-même, non une ancre vers un autre article.	Le dispositif dit : L'article L. 331-1 est ainsi modifie, 1, 2.		2026-09-26
juste	09f92af216054d81	senat	119175	Adopté	LE GOUVERNEMENT	L334-7	modifié	JORFDOLE000021490698	Article 23	Rédiger ainsi cet article : I. - Sont applicables en Nouvelle‑Calédonie, en Polynésie française et dans les îles Wallis et Futuna : 1° Les articles 1 er à 2 quinquies, les I et II de l'article 2 sexies, les articles 3 et 4, le II de l'article 5 A, les articles 5 B à 5 D, l'article 5 EEA, les II et III de l'article 5, le I de l'article 6, le II de l'article 7, les articles 7 bis A, 7 bis à 7 quater, 7 quinquies A, 7 septies, le III de l'article 7 octies A, les articles 7 undecies, 7 novodecies, 7 vicies, le premier alinéa du 1°, le 2° et le 3° du I de l'article 9, les articles 10, 10 bis, 11, 1 […]	L334-7 (2004-08-21) — écrit par la loi du dossier, 2010-11-01 : I. - En Polynésie française, les établissements mentionnés au titre Ier du livre V du code monét […] ‖ avant, 2010-07-08 : I. - En Polynésie française, les établissements de crédit, les établissements de paiement, les services et institutions mentionnés à l'article L. 5 […]	//www.senat.fr/amendements/2009-2010/704/Amdt_158.html	juste		sonnet-juge-a	sonnet-juge-b		Dans le dispositif de rétablissement de l'article 23, le point visant L. 334-7 le modifie explicitement par insertions de mots.	Verifie en base (amendement 119175) : le IV du dispositif dit : Le I de l'article L. 334-7 du code de la consommation est ainsi modifie, 1, 2 ; apres une longue liste d'applicabilite outre-mer sans rapport avec le fonds.		2026-09-26
juste	0a0f5ca7697c25c6	senat	146893	Irrecevable art. 45, al. 1 C (cavalier)	M. CANÉVET	L761-1	complété	JORFDOLE000049467531	art. add. après Article 12	Après l'article 12 Insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° L'article L. 712-4 est complété par un alinéa ainsi rédigé : « Un décret fixe les conditions et limites dans lesquelles la commission de surendettement peut donner délégation au président, au vice-président ou au secrétaire pour signer les décisions à caractère individuel relevant de sa compétence, au nom et pour son compte. » ; 2° L'article L. 761-1 est complété par un alinéa ainsi rédigé : « Pour l'autorisation prévue au 3°, la commission peut donner délégation de signature au p […]	L761-1 (2016-07-01) — en vigueur à la loi du dossier, 2018-01-01 : Est déchue du bénéfice des dispositions du présent livre : 1° Toute personne qui a sciemment fait de fausses déclarations ou remis des documents inexacts ; 2° Toute personne qui a détourné ou dissimulé ou tenté de détourner ou de dissimuler, tout ou par […]	//www.senat.fr/amendements/2023-2024/635/Amdt_387.html	juste		sonnet-juge-a	sonnet-juge-b		Le 2° du dispositif complète directement L. 761-1 par un alinéa.	Le 2e du dispositif dit : L'article L. 761-1 est complete par un alinea ainsi redige.		2026-09-26
