verdict	cle	voie	hote	legi	distance_hote	texte	article_du_texte	numero_cite	code_cite	article_du_fonds	mention_hote	contexte	url
	0130cf3cdc577a5a	declaree	suppose	oui	2830	assemblee/14-projets-pl2060.asp	34	L122-3	code de la consommation		III. – Le 7° du I s’applique à compter des informations relatives aux impositions dues au titre de 2015. Article 34 Le code de la consommation est ainsi modifié : 1° Le 1° de l’article L. 121-15 est remplacé par les dispositions suivantes : « 1° Sur une opération commerciale sou	« Art. L. 121-113. – Les manquements aux dispositions de la présente section sont recherchés et constatés dans les conditions prévues au I de l’article L. 141-1. « Art. L. 121-114. – Tout manquement aux dispositions de la présente section est passible d’une amende administrative dont le montant ne peut excéder 3 000 € pour une personne physique et 15 000 € pour une personne morale. L’amende est prononcée dans les conditions prévues à l’article L. 141-1-2. » ; 8° Au deuxième alinéa de l’article L. 122-3, les mots : « premier alinéa du » sont supprimés ; 9° À l’article L. 141-1 : a) Au 2° du I, les références : « , 2, 3 » sont remplacées par la référence : « à 4 bis » et la référence : « et 12 » par les références : « , 12 et 15 » ; b) Au 3° du I, la référence : « et 5 » est remplacée par les références : « , 5 et 6 » ; c) Au 3° du III, la référence : « et 2 » est remplacée par la référence : « à 6 ». Article 35 L’article L. 621-20-3 du code monétaire et financier, créé par l’article 71	https://www.assemblee-nationale.fr/14/projets/pl2060.asp
	0135c285101f8f67	declaree	suppose	oui	10721	senat/leg-pjl22-778.html	26	L524-3	"code de la consommation

article 26



le code de"	L524-3 (2016-07-01) En cas d'infraction ou de manquement aux dispositions mentionnées aux articles L. 511-5, L. 511-6 et L. 511-7 ou au livre IV, l'autorité administrative chargée de la concurrence et de la consommation peut demander à l'autorité judiciaire de prescrire en référé ou sur requête, dans les conditions pré […]	niaires sont recouvrées comme les créances de l’État étrangères à l’impôt et au domaine. » Chapitre II Modification du code de la consommation Article 26  Le code de la consommation est ainsi modifié :  1° L’article liminaire est ainsi modifié :  a) Le 15° est ainsi ré	de plateformes en ligne, de moteurs de recherche en ligne ou de comparateurs en ligne » ;  d) Le dernier alinéa est ainsi rédigé :  « Une interface en ligne s’entend au sens de la définition qui en est donnée au point m de l’article 3 du règlement (UE) 2022/2065 du Parlement européen et du Conseil du 19 octobre 2022 relatif à un marché unique des services numériques et modifiant la directive 2000/31/CE (règlement sur les services numériques). » ;  12° Au premier alinéa de l’article L. 524-3, les mots : « au 8 du I de l’article 6 » sont remplacés par les mots : « à l’article 6-3 » ;  13° La section 2 du chapitre Ier du titre III du livre V est complétée par un article L. 531-7 ainsi rédigé :  « Art. L. 531-7. – Pour la mise en œuvre du règlement mentionné à l’article L. 512-66 dans les conditions fixées au présent titre, toute fourniture d’informations inexactes, incomplètes ou trompeuses, toute absence de réponse ou non-rectification d’informations inexactes, incom	https://www.senat.fr/leg/pjl22-778.html
	01618b3fc1502eca	declaree	suppose	oui	140	assemblee/dyn-17-textes-l17b1368_texte-adopte-commission	3	L121-11	code de la consommation	L121-11 (2016-07-01) Est interdit le fait de refuser à un consommateur la vente d'un produit ou la prestation d'un service, sauf motif légitime ; Est également interdit le fait de subordonner la vente d'un produit à l'achat d'une quantité imposée ou à l'achat concomitant d'un autre produit ou d'un autre service ainsi q […]	-38 et au présent article, et peuvent mettre en œuvre les mesures prévues aux articles L. 470-1 et L. 470-2. » II. – Le code de la consommation est ainsi modifié : AA. – Le livre Ier est ainsi modifié : 1° À la première phrase du troisième alinéa de l’article L. 121-11, après le	s de la concurrence, de la consommation et de la répression des fraudes sont habilités à rechercher et constater, dans les conditions prévues aux articles L. 450-1 à L. 450-7, les infractions et les manquements mentionnés à l’article L. 123-38 et au présent article, et peuvent mettre en œuvre les mesures prévues aux articles L. 470-1 et L. 470-2. » II. – Le code de la consommation est ainsi modifié : AA. – Le livre Ier est ainsi modifié : 1° À la première phrase du troisième alinéa de l’article L. 121-11, après le mot : « vendu », sont insérés les mots : « ou au consentement au démarchage téléphonique mentionné au chapitre III du titre II du livre II » ; 2° Après l’article L. 132-14, il est inséré un article L. 132-14-1 ainsi rédigé : « Art. L. 132-14-1. – Lorsque l’abus de faiblesse ou d’ignorance est commis dans les conditions mentionnées au 1° de l’article L. 121-9, les peines prévues au premier alinéa de l’article L. 132-14 sont portées à cinq ans d’emprisonnement et 500 000 € d’am	https://www.assemblee-nationale.fr/dyn/17/textes/l17b1368_texte-adopte-commission
	01b36de1a0811038	declaree	suppose	oui	1804	assemblee/14-ta-commission-r1156-a0.asp	65	L216-8	code de la consommation		dit article ne peuvent être prononcées que pour une durée de cinq ans au plus. » Article 65 I. – L’article L. 213-1 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « 37 500 € ou de l’une de ces deux peines seulement » sont remplacés par le montan	cle L. 213-4 du même code est ainsi modifié : 1° Au premier alinéa, le montant : « 4 500 € » est remplacé par le montant : « 150 000 € » et les mots : « de trois mois au plus ou de l’une de ces deux peines seulement » sont remplacés par les mots : « d’un an » ; 2° À la fin du sixième alinéa, le montant : « 37 500 € » est remplacé par les mots : « 300 000 €, son montant pouvant être porté à 10 % du chiffre d’affaires réalisé lors de l’exercice précédent ». VI. – Au premier alinéa de l’article L. 216-8 du même code, après la référence : « L. 213-2 », est insérée la référence : « , L. 213-2-1 ». VII. – À l’article L. 217-11 du même code, le mot : « quatre » est remplacé par le mot : « cinq » et les mots : « de 75 000 € d’amende » sont remplacés par les mots : « d’une amende de 600 000 €, dont le montant peut être porté à 10 % du chiffre d’affaires réalisé lors de l’exercice précédent » ; VIII. – Le chapitre VII du titre Ier du livre II du même code est complété par un article L. 217-	http://www.assemblee-nationale.fr/14/ta-commission/r1156-a0.asp
	01c8548245e35819	declaree	nomme	non	-12	senat/leg-tas20-130.html	1er ter	L111-7	code de la consommation	L111-7 (2016-07-01) Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parties en vue de la vente d'un bien, de la fourniture […]	uanes sur l’origine non préférentielle des produits ». Article 1er ter (nouveau) Au 3° du II de l’article L. 111-7 du code de la consommation, après le mot : « civile », il est inséré le mot : « , environnementale ». Article 2  Le code de l’éducation est ainsi modifié : 	I et le 2° du III entrent en vigueur le 1er janvier 2023. Article 1er bis (nouveau) Au b du 2° de l’article L. 121-2 du code de la consommation, après le mot : « origine », sont insérés les mots : « , notamment au regard des règles justifiant l’apposition de la mention “fabriqué en France”, “origine France” ou de toute mention, signe ou symbole équivalent, au sens du code européen des douanes sur l’origine non préférentielle des produits ». Article 1er ter (nouveau) Au 3° du II de l’article L. 111-7 du code de la consommation, après le mot : « civile », il est inséré le mot : « , environnementale ». Article 2  Le code de l’éducation est ainsi modifié :  1° A (nouveau) Après la troisième phrase du deuxième alinéa de l’article L. 111-2, est insérée une phrase ainsi rédigée : « Elle développe les connaissances scientifiques, les compétences et la culture nécessaires à la compréhension des enjeux environnementaux, sanitaires, sociaux et économiques de la transition écologique et	https://www.senat.fr/leg/tas20-130.html
	01d6526c60ab167d	declaree	suppose	oui	1979	senat/leg-tas24-127.html	19	L512-16	code de la consommation	L512-16 (2016-07-01) Pour le contrôle de la vente de biens et de la fourniture de services sur internet, les agents habilités peuvent faire usage d'une identité d'emprunt. Les conditions dans lesquelles ils procèdent à leurs constatations sont précisées par décret en Conseil d'Etat.	le L. 532-3, la référence : « L. 521-22 » est remplacée par la référence : « L. 521-24 ». Article 19  Le livre V du code de la consommation est ainsi modifié :  1° Après l’article L. 512-2, il est inséré un article L. 512-2-1 ainsi rédigé :  « Art. L. 512-2-1. – I. – Da	e L. 512-11 est ainsi rédigé :  « Art. L. 512-11. – Lorsque les documents existent sous forme informatisée, les agents habilités ont accès aux logiciels, aux données stockées et aux algorithmes et peuvent solliciter l’assistance de toute personne afin d’être en mesure de les exploiter.  « Sur demande des agents habilités, les documents leur sont communiqués sur un support informatique et sous une forme permettant le traitement des informations. » ;  3° Au premier alinéa de l’article L. 512-16, les mots : « et de la fourniture de services » sont remplacés par les mots : « , de la fourniture de services et des pratiques commerciales » ;  4° La section 3 du chapitre II du titre Ier est ainsi modifiée :  a) Après l’article L. 512-51, il est inséré un article L. 512-51-1 ainsi rédigé :  « Art. L. 512-51-1. – Les agents habilités peuvent recourir à toute personne qualifiée dans les conditions prévues à l’article L. 512-17. » ;  b) L’article L. 512-59 est ainsi mod	https://www.senat.fr/leg/tas24-127.html
	01fc8056e99dca04	declaree	suppose	oui	10184	senat/petite-loi-ameli-2013-2014-348.html	64	L121-79-3	code de la consommation	L121-79-3 (2010-01-01) Est puni de 30 000 € d'amende le fait, pour tout professionnel, d'exiger ou de recevoir du consommateur, directement ou indirectement, tout versement ou engagement de versement, à quelque titre et sous quelque forme que ce soit, avant l'expiration des délais de rétractation prévus aux articles L. […]	fixées par décret en Conseil dÉtat. » Section 5 Adaptation de sanctions pénales Article 64 I.  Larticle L. 115-20 du code de la consommation est ainsi modifié : 1° Au premier alinéa, le montant : « 37 500  » est remplacé par le montant : « 300 000  » ; 2° Sont ajoutés deux a	2° du même article 131-39 porte sur lactivité dans lexercice ou à loccasion de lexercice de laquelle linfraction a été commise. Les peines prévues aux 2° à 7° dudit article ne peuvent être prononcées que pour une durée de cinq ans au plus. » VII bis.  La section 9 du chapitre Ier du titre II du livre Ier du même code est ainsi modifiée : 1° Au premier alinéa de larticle L. 121-79-2, le montant : « 15 000  » est remplacé par le montant : « 150 000  » ; 2° Au premier alinéa de larticle L. 121-79-3, le montant : « 30 000  » est remplacé par le montant : « 300 000  » ; 3° Larticle L. 121-79-4 est ainsi rédigé : « Art. L. 121-79-4.  Les personnes physiques déclarées coupables de lune des infractions prévues aux articles L. 121‑79‑2 et L. 121‑79‑3 du présent code encourent également, à titre de peines complémentaires, linterdiction, suivant les modalités prévues à larticle 131-27 du code pénal, soit dexercer une fonction publique ou dexercer lactivité professionnelle ou	http://www.senat.fr/petite-loi-ameli/2013-2014/348.html
	024f1aa97fccaf25	declaree	suppose	oui	332	assemblee/14-ta-commission-r1574-a0.asp	22 quater	L311-16	code de la consommation	L311-16 (1993-07-27) Lorsque l'offre préalable stipule que le prêteur se réserve le droit d'agréer la personne de l'emprunteur, le contrat accepté par l'emprunteur ne devient parfait qu'à la double condition que, dans ce même délai de sept jours, ledit emprunteur n'ait pas usé de la faculté de rétractation visée à l'ar […]	des décisions relatives au traitement du surendettement en Polynésie française est ratifiée. Article 22 quater I. – Le code de la consommation, tel qu’il résulte de l’article 22 bis de la présente loi, est ainsi modifié : 1° À la seconde phrase de l’article L. 311-9, les mots :	s de remboursement des crédits aux particuliers des décisions relatives au traitement du surendettement en Polynésie française est ratifiée. Article 22 quater I. – Le code de la consommation, tel qu’il résulte de l’article 22 bis de la présente loi, est ainsi modifié : 1° À la seconde phrase de l’article L. 311-9, les mots : « le fichier prévu à l’article L. 333-4, dans les conditions prévues par l’arrêté mentionné à l’article L. 333-5, et » sont supprimés ; 2° Au quatrième alinéa de l’article L. 311-16, les mots : « le fichier prévu à l’article L. 333-4, dans les conditions prévues par l’arrêté mentionné à l’article L. 333-5, et » sont supprimés ; 3° À la première phrase de l’article L. 313-9, les mots : « au fichier institué à l’article L. 333-4 et » sont supprimés ; 4° À la seconde phrase du second alinéa de l’article L. 331-11, la référence : « L. 333-4, » est supprimée ; 5° La section 2 du chapitre III du titre III du livre III est supprimée ; 6° La section 3 du même chapitre III	http://www.assemblee-nationale.fr/14/ta-commission/r1574-a0.asp
	0257ce9a717570d6	declaree	suppose	oui	2424	assemblee/14-projets-pl0838.asp	22	L331-3	code de la consommation		huit mois après la publication du décret mentionné à la première phrase. » Article 21 bis (Conforme) Article 22 I. – Le code de la consommation est ainsi modifié : 1° L’article L. 331-6 est ainsi modifié : a) Le premier alinéa est précédé de la mention : « I. – » ; b) Le dernier	avant-dernier alinéa de l’article L. 330-1 est ainsi rédigé : « À l’occasion des recours exercés devant lui en application des articles L. 331-4, L. 331-7 et L. 332-2, le juge du tribunal d’instance peut, avec l’accord du débiteur, décider l’ouverture d’une procédure de rétablissement personnel avec liquidation judiciaire. Lorsqu’il statue en application des articles L. 331-7 et L. 332-2, il peut en outre prononcer un redressement personnel sans liquidation judiciaire. » ; 6° Au IV de l’article L. 331-3, les mots : « et d’orientation » sont supprimés ; 7° Après l’article L. 332-5-1, il est inséré un article L. 332-5-2 ainsi rédigé : « Art. L. 332-5-2. – Lorsque le juge d’instance statue en application de l’avant-dernier alinéa de l’article L. 330-1, le rétablissement personnel sans liquidation judiciaire emporte les mêmes effets que ceux visés à l’article L. 332-5. « Le greffe procède à des mesures de publicité pour permettre aux créanciers qui n’ont pas été avisés du recours de former	https://www.assemblee-nationale.fr/14/projets/pl0838.asp
	027ac1be02709db2	declaree	nomme	oui	-13	senat/leg-ppl21-368.html	4 bis	L313-32	code de la consommation	L313-32 (2016-07-01) Le prêteur ne peut, en contrepartie de son acceptation en garantie d'un contrat d'assurance autre que le contrat d'assurance qu'il propose, y compris en cas d'exercice du droit de résiliation en application du premier alinéa de l'article L. 113-12-2 du code des assurances ou du deuxième alinéa de l […]	és à compter de la notification de cette décision à l’emprunteur, ». Article 4 bis (nouveau) À l’article L. 313-32 du code de la consommation, après le mot : « crédit », sont insérés les mots : « y compris son mode d’amortissement, ». Article 5 (Non modifié)  La section 2 d	ode, l’amende administrative prévue au présent II. » Article 3 bis (nouveau) Au 2° de l’article L. 313-8 du code de la consommation, après le mot : « assurance », sont insérés les mots : « sur une durée de huit ans et ». Article 4 Au troisième alinéa de l’article L. 313-31 du code de la consommation, après le mot : « avenant », sont insérés les mots : « , dans un délai de dix jours ouvrés à compter de la notification de cette décision à l’emprunteur, ». Article 4 bis (nouveau) À l’article L. 313-32 du code de la consommation, après le mot : « crédit », sont insérés les mots : « y compris son mode d’amortissement, ». Article 5 (Non modifié)  La section 2 du chapitre Ier du titre IV du livre III du code de la consommation est ainsi modifiée :  1° Au début de la sous-section 2, il est ajouté un paragraphe 1 intitulé : « Sanctions civiles » et comprenant les articles L. 341-25 et L. 341-26 ;  2° La même sous-section 2 est complétée par un paragraphe 2 ainsi rédigé :  « P	http://www.senat.fr/leg/ppl21-368.html
