verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	3728943c95758929	assemblee	4819	Adopté	M. François Loos	L311-22-3	rédigé	JORFDOLE000020542090	ART. 7	Après l’alinéa 18, insérer les deux alinéas suivants : « B quater . – Après l’article L. 311-22-2, il est inséré un article L. 311-22-3 ainsi rédigé : « Art. L. 311-22-3. – Lorsque la souscription d'une assurance a été exigée par le prêteur et que l'emprunteur a souscrit une assurance auprès de l’assureur de son choix, celui-ci est tenu d’informer le prêteur du non-paiement par l'emprunteur de sa prime d'assurance ou de toute modification substantielle du contrat d'assurance. ». »	L311-22-3 (2011-05-01) — écrit par la loi du dossier, 2011-05-01 : Lorsque la souscription d'une assurance a été exigée par le prêteur et que l'emprunteur a souscrit une assurance auprès de l'assureur de son choix, celui-ci est tenu d'informer le prêteur du non-paiement par l'emprunteur de sa prime d'assurance ou de to […]	https://www.assemblee-nationale.fr/13/amendements/2150/215000067.asp	juste		sonnet-juge-a	sonnet-juge-b		Le dispositif écrit « Art. L. 311-22-3. – […] », création dont le contenu reprend mot pour mot le fonds ; L311-22-2 n'est que l'ancre.	Crée « Art. L. 311-22-3 » mot pour mot le texte du fonds sur l'information du prêteur en cas de non-paiement de l'assurance.		2026-09-26
juste	373ceaf100f157a5	assemblee	349	Adopté	M. Frédéric Lefebvre	L312-8	complété	JORFDOLE000017841208	APRÈS L'ART. 10	Après l'article 10, insérer l'article suivant : I. – Le 2° bis de l’article L. 312-8 du code de la consommation est complété par trois phrases ainsi rédigées : « Dans ce cas, le prêteur remet avec l’offre préalable un document d’information contenant une simulation de l’impact d’une variation du taux d’intérêt sur les mensualités, la durée du prêt et le coût total du crédit. Cette simulation ne constitue pas un engagement du prêteur à l’égard de l’emprunteur quant à l’évolution effective des taux d’intérêt pendant le prêt et à leur impact sur les mensualités, la durée du prêt et le coût total  […]	L312-8 (1993-07-27) — écrit par la loi du dossier, 2008-01-05 : L'offre définie à l'article précédent : 1° Mentionne l'identité des parties, et éventuellement d […] ‖ avant, 1996-04-13 : L'offre définie à l'article précédent : 1° Mentionne l'identité des parties, et éventuellement des cautions déclarées ; 2° Précise la nature, l'obj […]	https://www.assemblee-nationale.fr/13/amendements/0351/035100198.asp	juste		sonnet-juge-a	sonnet-juge-b		« Le 2° bis de l'article L. 312-8 […] est complété par trois phrases » modifie directement l'article, même objet (information sur le taux d'intérêt).	Complète directement le 2° bis de l'article L. 312-8 par trois phrases sur la simulation de taux.		2026-09-26
juste	3b429fdb0911134f	assemblee	1226	Adopté	M. Michel Piron	L121-20-12	complété	JORFDOLE000018730653	APRÈS L'ART. 22	Après l'article 22, insérer l'article suivant : Le code de la consommation est ainsi modifié : 1° Le II de l’article L. 121-20-12 est complété par un 4° ainsi rédigé : « 4° Aux contrats de prêts viagers hypothécaires définis à l’article L. 314-1. » 2° Dans le premier alinéa de l’article L. 314-1, après le mot : « intérêts », sont insérés les mots : « capitalisés annuellement ». 3° L’article L. 314-12 est complété par une phrase ainsi rédigée : « Les modifications visant à accélérer les versements peuvent intervenir conformément aux dispositions contractuelles. »	L121-20-12 (2005-12-01) — écrit par la loi du dossier, 2008-08-06 : I.-Le consommateur dispose d'un délai de quatorze jours calendaires révolus pour exercer son […] ‖ avant, 2005-12-01 : I. - Le consommateur dispose d'un délai de quatorze jours calendaires révolus pour exercer son droit de rétractation, sans avoir à justifier de mot […]	https://www.assemblee-nationale.fr/13/amendements/0842/084200824.asp	juste		sonnet-juge-a	sonnet-juge-b		« Le II de l'article L. 121-20-12 est complété par un 4° » modifie directement l'article visé par la fiche, les points 2° et 3° visant d'autres articles non jugés ici.	Le 1° complète directement le II de l'article L. 121-20-12 par un 4° visant les prêts viagers hypothécaires.		2026-09-26
juste	3b7c01ae2b2ccbe1	assemblee	6190	Retiré	M. Charles de Courson	L115-16	inséré	JORFDOLE000021673304	APRÈS L'ART. PREMIER BIS	Après l'article premier bis, insérer l'article suivant : Le code de la consommation est ainsi modifié : 1° Après l’article L. 112-2 est inséré un article L. 112-2-1 ainsi rédigé : « Art. L. 112-2-1. – Tout produit qui contient un produit bénéficiant d’une appellation d’origine contrôlée peut être présenté, y compris dans la liste des ingrédients, avec la mention du nom de l’appellation concernée sous réserve du respect des conditions suivantes : « – le produit ne contient aucun autre produit de même nature que le produit d’appellation d’origine contrôlée, « – la mention ne risque pas de détour […]	L115-16 (1993-07-27) — écrit par la loi du dossier, 2010-07-29 : Est puni de deux ans d'emprisonnement et d'une amende de 37 500 € le fait : 1° De délivrer une  […] ‖ avant, 2010-05-08 : Est puni de deux ans d'emprisonnement et d'une amende de 37 500 € le fait : 1° De délivrer une appellation d'origine contrôlée sans satisfaire aux  […]	https://www.assemblee-nationale.fr/13/amendements/2636/263600217.asp	juste		sonnet-juge-a	sonnet-juge-b		Le texte intégral (2°) écrit « Après le 6° de l'article L. 115-16, est inséré un 7° […] », insertion directe dans l'article, distincte de l'ancre L112-2 du 1°.	Le 2° insère un 7° dans l'article L. 115-16 lui-même, comme l'amendement jumeau 6071.		2026-09-26
juste	3f6fac2589b0772b	assemblee	198	Adopté	M. Michel Raison	L121-84-5	rédigé	JORFDOLE000017841208	APRÈS L'ART. 7	Après l'article 7, insérer l'article suivant : I. – Après l'article L. 121-84-3 du code de la consommation est inséré un article L. 121-84-4 ainsi rédigé : « Art. L. 121-84-4. – Les dispositions du présent article sont applicables à tout fournisseur d'un service de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, proposant au consommateur agissant à des fins non professionnelles, directement ou par l'intermédiaire d'un tiers, une offre de service de communications électroniques. « Tout fournisseur de service subordonnant la  […]	L121-84-5 (2008-06-01) — écrit par la loi du dossier, 2008-06-01 : Le présent article est applicable à tout fournisseur de services de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, proposant au consommateur, directement ou par l'intermédiaire d'un […]	https://www.assemblee-nationale.fr/13/amendements/0351/035100042.asp	juste		sonnet-juge-a	sonnet-juge-b		Le II écrit « Art. L. 121-84-5. – Les dispositions du présent article sont applicables […] », mot pour mot le fonds ; L121-84-4 du I n'est que l'ancre de ce II.	Le II crée « Art. L. 121-84-5 » mot pour mot le texte du fonds sur les frais de résiliation facturables.		2026-09-26
juste	4842a3d5b7baa11e	assemblee	1402	Rejeté	M. Jean Gaubert	L121-84	complété	JORFDOLE000018730653	AVANT L'ART. 21	Avant l'article 21, insérer l'article suivant : Le dernier alinéa de l’article L. 121-84 du code de la consommation est complété par une phrase ainsi rédigée : « Les modifications ultérieures des conditions contractuelles ne peuvent faire l’objet d’un consentement tacite. »	L121-84 (2004-07-10) — en vigueur à la loi du dossier, 2004-07-10 : Tout projet de modification des conditions contractuelles de fourniture d'un service de communications électroniques est communiqué par le prestataire au consommateur au moins un mois avant son entrée en vigueur, assorti de l'information selon laquelle […]	https://www.assemblee-nationale.fr/13/amendements/0842/084201008.asp	juste		sonnet-juge-a	sonnet-juge-b		« Le dernier alinéa de l'article L. 121-84 […] est complété par une phrase » modifie directement l'article, même objet (modification des conditions contractuelles).	Complète directement le dernier alinéa de l'article L. 121-84 par une phrase sur le consentement tacite.		2026-09-26
juste	486d25d18e874394	assemblee	4331	Non soutenu	M. Gérard Charasse	L112-10	rédigé	JORFDOLE000020078758	ART. 85	Substituer aux alinéas 3 à 7 les six alinéas suivants : « Art. L. 112-10. – À partir du 1 er juillet 2011, et après concertation avec l'ensemble des acteurs concernés, une expérimentation est menée, pour une durée minimale d'une année, afin d'informer progressivement le consommateur par tout procédé approprié, du contenu en équivalent carbone des produits et de leur emballage ainsi que de la consommation de ressources naturelles ou de l'impact sur les milieux naturels qui sont imputables à ces produits au cours de leur cycle de vie. « Cette expérimentation est encadrée par un comité consultati […]	L112-10 (2010-07-14) — écrit par la loi du dossier, 2010-07-14 : A partir du 1er juillet 2011, et après concertation avec l'ensemble des acteurs des filières concernées, une expérimentation est menée, pour une durée minimale d'une année, afin d'informer progressivement le consommateur par tout procédé approprié du cont […]	https://www.assemblee-nationale.fr/13/amendements/2449/244901477.asp	juste		sonnet-juge-a	sonnet-juge-b		« Substituer aux alinéas 3 à 7 […] Art. L. 112-10. – […] » est une réécriture directe, même objet (équivalent carbone) que le fonds.	Substitue aux alinéas 3 à 7 un « Art. L. 112-10 » qui reprend presque mot pour mot le mécanisme d'expérimentation écrit par la loi du dossier sous L112-10.		2026-09-26
juste	4a35538d68f49ef5	assemblee	329	Retiré	M. Lionel Tardy	L121-1	complété	JORFDOLE000017841208	Article 0	AVANT LE TITRE PREMIER, insérer l'article suivant : L'article L. 121-1 du code de la consommation est complété par trois alinéas ainsi rédigés : « La preuve de l’absence de caractère trompeur de la publicité incombe à l’annonceur. « À la demande de l’une des parties ou même d’office, le juge peut ordonner toute mesure d’instruction nécessaire à la manifestation de la vérité et à l’appréciation de la perception par le consommateur du message. « Le juge forme sa conviction en tenant compte des conditions de commercialisation du produit ou des services en cause notamment le contexte de diffusion  […]	L121-1 (1993-07-27) — écrit par la loi du dossier, 2008-01-05 : I. - Une pratique commerciale est trompeuse si elle est commise dans l'une des circonstances sui […] ‖ avant, 1993-07-27 : Est interdite toute publicité comportant, sous quelque forme que ce soit, des allégations, indications ou présentations fausses ou de nature à indu […]	https://www.assemblee-nationale.fr/13/amendements/0351/035100178.asp	juste		sonnet-juge-a	sonnet-juge-b		« L'article L. 121-1 […] est complété par trois alinéas » modifie directement l'article, même objet (preuve du caractère trompeur de la publicité).	Complète directement l'article L. 121-1 par trois alinéas sur la charge de la preuve du caractère trompeur.		2026-09-26
juste	4aaabefa80b4bf67	assemblee	500	Adopté	M. Nicolas Forissier	L115-32	rédigé	JORFDOLE000018730653	APRÈS L'ART. 36	Après l'article 36, insérer l'article suivant : I. – L’accréditation est l’attestation de la compétence des organismes qui effectuent des activités d’évaluation de la conformité. Afin de garantir l’impartialité de l’accréditation, il est créé une instance nationale d’accréditation, seule habilitée à délivrer les certificats d’accréditation en France. Un décret en Conseil d’État désigne cette instance et fixe ses missions. II. – Le chapitre V du titre Ier du livre Ier du code de la consommation est ainsi modifié : 1° L’intitulé de la section 5 est ainsi rédigé : « Certification des services et  […]	L115-32 (1994-01-04) — écrit par la loi du dossier, 2009-01-01 : Les modalités d'application des articles L. 115-27 et L. 115-28 sont fixées par décret en Conse […] ‖ avant, 2007-01-01 : Les modalités d'application des articles L. 115-27 et L. 115-28 sont fixées par décret en Conseil d'Etat, notamment : 1° Les modalités de déclarati […]	https://www.assemblee-nationale.fr/13/amendements/0842/084200028.asp	juste		sonnet-juge-a	sonnet-juge-b		Le texte intégral (II 6°) écrit « L'article L. 115-32 est ainsi rédigé : […] Les modalités d'application des articles L. 115-27 et L. 115-28 sont fixées par décret […] », mot pour mot le fonds.	Le 6° du II réécrit directement l'article L. 115-32, identique au texte du fonds (modalités fixées par décret en Conseil d'État).		2026-09-26
juste	4e1f79680f7f025b	assemblee	4989	Rejeté	M. Jean-Pierre Brard	L311-9	abrogé	JORFDOLE000020542090	ART. PREMIER B	Rédiger ainsi les alinéas 3 à 6 : « 2° L’article L. 311-9 est abrogé ; « 3° L’article L. 311-9-1 est abrogé ; « 4° L’article L. 311-12 devient l’article L. 311-19 ; « 5° L’article L. 311-14 est abrogé ».	L311-9 (1993-07-27) — écrit par la loi du dossier, 2011-05-01 : Avant de conclure le contrat de crédit, le prêteur vérifie la solvabilité de l'emprunteur à part […] ‖ avant, 2005-07-28 : Lorsqu'il s'agit d'une ouverture de crédit qui, assortie ou non de l'usage d'une carte de crédit, offre à son bénéficiaire la possibilité de dispos […]	https://www.assemblee-nationale.fr/13/amendements/2150/215000239.asp	juste		sonnet-juge-a	sonnet-juge-b		« Rédiger ainsi les alinéas 3 à 6 : « 2° L'article L. 311-9 est abrogé » » cible directement l'abrogation de l'article, même rejetée.	Le 2° abroge directement l'article L. 311-9 — une abrogation, même rejetée, est une cible directe de vise.		2026-09-26
