verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
faux	035c56f0dca09b7d	senat	31162	Retiré	M. CHASSEING	L422-3	inséré	JORFDOLE000036769798	Article 28	I. – Après l’alinéa 11 Insérer un alinéa ainsi rédigé : …) Après le 2°, il est inséré un alinéa ainsi rédigé : « …° De mettre en œuvre les actions dans le domaine de l’habitat prévues par une opération mentionnée à l’article L. 303‑2, après accord du maire de la commune concernée. » ; II. – Après l’alinéa 57 Insérer un alinéa ainsi rédigé : …) Après la deuxième phrase du premier alinéa, est insérée une phrase ainsi rédigée : « Elles peuvent également, après accord du maire de la commune concernée, mettre en œuvre les actions dans le domaine de l’habitat prévues par une opération visée à l’arti […]	L422-3 (2016-07-01) Il est interdit de détenir en vue de la vente ou de la distribution à titre gratuit, de mettre en vente, de vendre, de distribuer à titre gratuit, les produits dont l'importation est prohibée par des décisions de la Commission européenne prises en application de l'article 18 de la directive 91/496/CEE du Conseil du 15  […]	//www.senat.fr/amendements/2017-2018/631/Amdt_395.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif ne touche pas l'article L422-3 du code de la consommation (LEGITEXT000006069565, mesures d'exécution UE en sécurité alimentaire) : l'amendement s'insère dans l'article 28 du texte, qui modifie le livre IV du code de la construction et de l'habitation, et la partie III insère après le 27e alinéa « du même article L. 422-3 » du CCH (organismes HLM), homonyme d'un autre code.	Les insertions de l'amendement partent des alinéas 11 et 57 de l'article 28 : l'alinéa 11 relève de l'instruction « 2° L'article L. 421-1 est ainsi modifié » et l'alinéa 57 de « 14° L'article L. 422-2 est ainsi modifié », donc les deux parts visent L. 421-1 et L. 422-2 du code de la construction et de l'habitation, pas L. 422-3. L'article du fonds L422-3 (2016-07-01) est en outre celui du code de la consommation (importations prohibées, directive 91/496/CEE), autre code et autre sujet.	2026-09-19
faux	0390ba9f9bb867da	senat	20451	Retiré	M. LE CAM	L521-1	complété	JORFDOLE000028196878	Article 6	Après l’alinéa 4 Insérer un alinéa ainsi rédigé : …° La première phrase du troisième alinéa de l’article L. 521‑1 est complétée par les mots : « sous réserve de respecter le principe d’ancrage territorial des activités agricoles » ;	L521-1 (2016-07-01) Lorsque les agents habilités constatent un manquement ou une infraction avec les pouvoirs prévus au présent livre, ils peuvent, après une procédure contradictoire, enjoindre à un professionnel, en lui impartissant un délai raisonnable qu'ils fixent, de se conformer à ses obligations.	//www.senat.fr/amendements/2013-2014/387/Amdt_600.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif complète le troisième alinéa de « l'article L. 521-1 », mais l'amendement porte sur l'Article 6 du projet de loi agricole (dossier 387), qui modifie le code rural et de la pêche maritime ; l'objet parle de l'ancrage territorial de la coopérative agricole. L'arête a donc rattaché ce L. 521-1 au code de la consommation (article 2253, en vigueur en 2016), homonyme d'un autre code — affirmation fausse.	Mauvais code : l'alinéa inséré après l'alinéa 4 de l'article 6 (chapeau « II. - Le titre II du livre V du même code est ainsi modifié ») complète la première phrase du troisième alinéa de l'article L. 521-1 du code rural et de la pêche maritime (régime des coopératives agricoles, cf. L521-3, L522-3, L527-1), la réserve « ancrage territorial des activités agricoles » reprenant le principe introduit par ce projet dans le code rural. Le L521-1 montré, celui du code de la consommation (injonction), n'a qu'un seul alinéa et n'est pas visé.	2026-09-19
faux	0433f24eba530470	senat	30942	Retiré	Mme CUKIERMAN	L433-2	remplacé	JORFDOLE000036769798	Article 28	Alinéa 100 Rétablir le 18° dans la rédaction suivante : 18° Le quatrième alinéa de l’article L. 433‑2 est remplacé par quatre alinéas ainsi rédigés : « - des logements inclus dans un programme de construction établi par un tiers, sous réserve de remplir les conditions cumulatives suivantes : « a) La part maximum de logements acquis est inférieure à 50 % de ce programme ; « b) Les demandes de permis de construire pour la réalisation de ce programme, sont déposes avant la date d’acquisition des logements ; « c) L’acquéreur n’est pas à l’initiative du programme de construction et ne participe pas […]	L433-2 (2016-07-01) Il est interdit : 1° De délivrer un certificat de conformité sans satisfaire aux conditions prévues à l'article L. 641-23 du code rural et de la pêche maritime ; 2° De délivrer un certificat de conformité en méconnaissance de l'article L. 641-21 du code rural et de la pêche maritime ; 3° D'utiliser ou de tenter d'utili […]	//www.senat.fr/amendements/2017-2018/631/Amdt_175.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif remplace le 4e alinéa de l'article L. 433-2, mais l'exposé des motifs de l'amendement 175 (dossier 631) précise « L'article L.433-2 du CCH » : il vise le code de la construction et de l'habitation, pas l'homonyme L433-2 du code de la consommation (certification de conformité) affiché comme article_du_fonds.	Mauvais code : le 18° que l'amendement veut rétablir réécrit « le quatrième alinéa de l'article L. 433-2 » avec le contenu « des logements inclus dans un programme de construction établi par un tiers » (conditions : part < 50 %, permis de construire déposé avant l'acquisition, acquéreur non initiateur du programme) — c'est la dérogation aux marchands de biens du code de la construction et de l'habitation (L433-2), que l'article 28 du PJL ELAN modifie par ailleurs (L421-19, L421-20, L445-1…). Le L433-2 du code de la consommation porte sur les certificats de conformité, sans rapport avec ce dispositif.	2026-09-19
juste	0484d755086c1d2f	senat	16589	Adopté	Mme DINI	L331-3	complété	JORFDOLE000026795365	art. add. après Article 22 bis	Après l'article 22 bis Insérer un article additionnel ainsi rédigé : ﻿﻿﻿﻿﻿﻿Le septième alinéa du II de l'article L. 331-3 du code de la consommation est complété par une phrase ainsi rédigée : ﻿« Dans chaque département, le conseil général et la caisse d'allocations familiales désignent, chacun pour ce qui le concerne, un correspondant en vue de favoriser la coordination de leurs actions avec celles de la commission et notamment de faciliter la mise en place des mesures d'accompagnement social ou budgétaire prévues au présent titre. »	L331-3 (1993-07-27) La procédure est engagée, à la demande du débiteur, devant la commission instituée par l'article L. 331-1. La commission informe de l'ouverture de la procédure le juge de l'exécution du lieu du domicile du débiteur. Elle peut, en outre, saisir le juge de l'exécution aux fins de suspension des voies d'exécution qui sera […]	//www.senat.fr/amendements/2012-2013/423/Amdt_156.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif nomme L. 331-3 du code de la consommation et le complète (7e al. du II) par une phrase : modification effective, pas une simple citation ni une ancre. Formule 'complété' cohérente.	Le dispositif de l'amendement 16589 dispose que « le septième alinéa du II de l'article L. 331-3 du code de la consommation est complété par une phrase ainsi rédigée » : il nomme L331-3 et le modifie (formule « complété » exacte), en cohérence avec l'article du fonds (procédure de surendettement). La petite loi du même dossier 423 vise le même septième alinéa du II, ce qui confirme la subdivision.	2026-09-19
juste	055050dee56be8f4	assemblee	3827	Adopté	M. Razzy Hammadi	L121-42	rédigé	JORFDOLE000027383756	APRÈS ART. 72	I. – Après l’article L. 121‑41 du code de la consommation, la section 7 est ainsi rédigée : « Section 7 « Achats par l’intermédiaire des opérateurs de communications électroniques « Art. L. 121‑42. – L’opérateur de communications électroniques, au sens du 6° de l’article L. 32 du code des postes et des communications électroniques, exploitant un numéro à valeur ajoutée, son abonné auquel ce numéro est affecté, et, s’il est différent, le fournisseur du produit ou du service à valeur ajoutée, mettent gratuitement à la disposition des consommateurs un outil accessible en ligne permettant d’identi […]	L121-42 (2016-03-18) L'opérateur de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, exploitant un numéro à valeur ajoutée, son abonné auquel ce numéro est affecté et, s'il est différent, le fournisseur du produit ou du service à valeur ajoutée mettent gratuitement à la  […]		juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif rédige la section 7 en insérant « Art. L. 121-42. – », créant ainsi l'article L. 121-42 du code de la consommation ; l'article_du_fonds (L121-42, 2016-03-18) porte le même texte. L'arête vise bien un article modifié, non une citation ni une ancre.	Le dispositif de l'amendement (additionnel après l'art. 72, devenu art. 72 bis de la loi Hamon) rédige nommément l'art. L. 121-42 du code de la consommation dans la nouvelle section 7 après L. 121-41. Le texte de l'article du fonds (LEGIARTI000028744497, 2016-03-18) correspond verbatim à l'art. L. 121-42 du dispositif : l'amendement a bien créé cet article du code.	2026-09-19
faux	0587a726ad4ab816	senat	11208	Adopté	M. HÉRISSON	L121-91	rédigé	JORFDOLE000017759445	Article 89 (Art. L. 121-91 du code de la consommation)	Rédiger comme suit le texte proposé par cet article pour l'article L. 121-91 du code de la consommation : « Art. L. 121-91. - Tout projet de modification des conditions contractuelles de fourniture d'un service de communications électroniques est communiqué par le prestataire au consommateur au moins un mois avant son entrée en vigueur, assorti de l'information selon laquelle ce dernier peut, tant qu'il n'a pas expressément accepté les nouvelles conditions, résilier le contrat sans pénalité de résiliation dans un délai de trois mois après cette communication. « Pour les contrats à durée déterm […]	L121-91 (2007-07-01) Toute offre de fourniture d'électricité ou de gaz permet, au moins une fois par an, une facturation en fonction de l'énergie consommée. Les factures de fourniture de gaz naturel et d'électricité sont présentées dans les conditions fixées par un arrêté du ministre chargé de la consommation et du ministre chargé de l'éne […]	//www.senat.fr/amendements/2003-2004/215/Amdt_50.html	faux	juste	agent:qwen3p8-max	agent:deepseek-v4p1-flash	agent:glm-5p3-flash	Le dispositif réécrit le L. 121-91 (communications électroniques) proposé par cet article, mais cette disposition a été renumérotée L. 121-84 dès le texte adopté par le Sénat le 2004-04-15 et promulguée sous ce numéro par la loi 2004-669 (art. 114, en vigueur 2004-07-10, texte quasi identique au dispositif). Le L121-91 du fonds est un tout autre article : facturation électricité/gaz, créé par la loi 2006-1537 art. 42, en vigueur 2007-07-01, sans version antérieure. L'amendement visait en réalité L121-84 : mauvais article.	Le dispositif réécrit l'article que l'article 89 du projet proposait sous le n° L. 121-91 (communications électroniques) ; cet article est finalement devenu L. 121-84 (créé le 2004-07-10 par la loi n° 2004-669). L'article L121-91 enregistré ici est l'article électricité/gaz créé par la loi n° 2006-1537 (1re version 2007-07-01), sans rapport avec l'amendement : c'est un homonyme temporel, donc mauvais article.	Le dispositif « Rédiger comme suit le texte proposé par cet article pour l'article L. 121-91 du code de la consommation » réécrit bien l'article L121-91 (formule rédigé, pas une citation ni une ancre). Vérifié dans le corpus (ta0258) : l'article 89 du texte propose précisément « Art. L. 121-91. - Tout projet de modification des conditions contractuelles de fourniture d'un service de communications électroniques… », donc le numéro et le code concordent, sans homonyme.	2026-09-19
faux	05a0dcc7fd408feb	senat	32859	Rejeté	LE GOUVERNEMENT	L522-5	modifié	JORFDOLE000037080861	art. add. après Article 71	Après l’article 71 Insérer un article additionnel ainsi rédigé : I. – L’ordonnance n° 2018‑361 du 16 mai 2018 relative à la distribution d’assurances est ratifiée. II. – Le code des assurances est ainsi modifié : 1° Au 3° du I de l’article L. 112‑2‑1, la référence : « L. 132‑5‑1 » est remplacée par la référence : « L. 132‑5 » ; 2° Le 2° du I de l’article L. 322‑2 est ainsi modifié : a) Le i est complété par les mots : « et à la section 6 bis du chapitre III du titre II du même livre » ; b) Le p est ainsi rédigé : « p) L’une des infractions prévues aux articles L. 121‑2 à L. 121‑4, L. 121‑8 à L […]	L522-5 (2016-07-01) Avant toute décision, l'autorité administrative chargée de la concurrence et de la consommation informe par écrit la personne mise en cause de la sanction envisagée à son encontre, en lui indiquant qu'elle peut se faire assister par le conseil de son choix et en l'invitant à présenter, dans un délai précisé par le décr […]	//www.senat.fr/amendements/2018-2019/255/Amdt_916.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif modifie le code des assurances (8° : L. 522-5 du code des assurances) ; l'article visé L522-5 est celui du code de la consommation (« Avant toute décision... »), homonyme non touché. Aucune modification du code de la consommation.	Le dispositif ratifie l'ordonnance 2018-361 et ne touche que le code des assurances (L. 112-2-1, L. 322-2, L. 121-x). L'article du fonds L522-5 est celui du code de la consommation (procédure de sanction, autorité de la concurrence et de la consommation), jamais nommé ni modifié ; un éventuel L522-5 dans la suite du dispositif serait l'homonyme du code des assurances.	2026-09-19
faux	05a83cac503ff2fe	senat	41901	Adopté	LE GOUVERNEMENT	L712-7	inséré	JORFDOLE000050427907	Article 1er	I. – Après l’alinéa 44 Ajouter quatre alinéas ainsi rédigés : 6° bis Après le 13° bis du I de l’article L. 712‑7, il est inséré un 13° ter ainsi rédigé : « 13° ter Le règlement (UE) n° 2024/1623 du Parlement Européen et du Conseil du 31 mai 2024 modifiant le règlement (UE) n° 575/2013 en ce qui concerne les exigences pour risque de crédit, risque d’ajustement de l’évaluation de crédit, risque opérationnel et risque de marché et le plancher de fonds propres. » ; 6° ter La seconde colonne de la huitième ligne du tableau du second alinéa du I des articles L. 783‑7, L. 784‑7 et L. 785‑6 est ainsi  […]	L712-7 (2016-07-01) Les collectivités territoriales et les organismes de sécurité sociale procèdent, à la demande de la commission, à des enquêtes sociales.	//www.senat.fr/amendements/2024-2025/402/Amdt_74.html	faux	faux	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif modifie l'article L. 712-7 du code monétaire et financier (liste de règlements UE dans un contexte AMF : L. 621-13-9, L. 621-14, L. 621-20-11), alors que l'article visé par la fiche est le L712-7 du code de la consommation (« enquêtes sociales »), phrase unique sans « I » ni 13°. Homonyme d'un autre code.	Le dispositif insère un 13° ter (règlement CRR 2024/1623) dans le I de l'article L. 712-7 du code monétaire et financier : dans le projet de loi, cette mention relève de la section « Le code monétaire et financier est ainsi modifié », entre les articles L621-20-11 (AMF) et L783-8. L'article du fonds donné (enquêtes sociales des collectivités territoriales) est l'homonyme du code de la consommation : mauvais code, l'amendement n'a pas porté sur cet article.	2026-09-19
juste	05ec23c58fa532ab	senat	29075	Irrecevable art. 45, al. 1 C (cavalier)	M. LE SCOUARNEC	L732-4	abrogé	JORFDOLE000032319792	Article 25 bis (Supprimé)	Rétablir cet article dans la rédaction suivante : I. – Le titre III du livre VII du code de la consommation est ainsi modifié : 1° À l’intitulé du chapitre I er , les mots : « de la capacité de remboursement » sont remplacés par les mots : « du montant des remboursements » ; 2° À l’article L. 731-1, les mots : « la capacité de remboursement est fixée » sont remplacés par les mots : « le montant des remboursements est fixé » ; 3° À l’article L. 732-1, après la référence : « L. 724-1 », sont insérés les mots : « et que le débiteur est propriétaire d’un bien immobilier » ; 4° L’article L. 732-3 e […]	L732-4 (2016-07-01) Lorsque la situation du débiteur, sans qu'elle soit irrémédiablement compromise au sens du deuxième alinéa de l'article L. 724-1, ne permet pas de prévoir le remboursement de la totalité de ses dettes et que la mission de conciliation de la commission paraît de ce fait manifestement vouée à l'échec, celle-ci peut, aprè […]	//www.senat.fr/amendements/2015-2016/713/Amdt_452.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif complet (tronqué à 600 caractères dans la fiche) contient « 5° L'article L. 732-4 est abrogé » : le dispositif abroge bien l'article L. 732-4 du code de la consommation, et l'article_du_fonds (L732-4, 2016-07-01, surendettement) confirme le numéro et le code. La formule « abrogé » correspond exactement à cette mention.	Le dispositif complet de l'amdt 452 (visible dans ameli 2015-2016/713) comporte un 5° « L'article L. 732-4 est abrogé » au sein du bloc rétablissant le titre III du livre VII du code de la consommation ; l'amendement nomme donc bien L732-4 et l'abroge, conformément à la visée.	2026-09-19
juste	0621990c2a24b2f9	senat	42026	Rejeté	M. LOZACH	L223-5	complété	JORFDOLE000051045642	Article 3	Après l’alinéa 22 Insérer un alinéa ainsi rédigé : …) Le premier alinéa de l’article L. 223-5 est complété par les mots : « ainsi que de produits mis en vente par les entreprises labellisées Entreprises du patrimoine vivant (EPV) » ;	L223-5 (2016-07-01) Les interdictions prévues aux articles L. 223-1 et L. 223-3 ne s'appliquent pas à la prospection en vue de la fourniture de journaux, de périodiques ou de magazines.	//www.senat.fr/amendements/2024-2025/469/Amdt_62.html	juste	juste	deepseek+glm	agent:deepseek-v4p1-flash	agent:glm-5p3-flash		Le dispositif énonce « Le premier alinéa de l'article L. 223-5 est complété par les mots… », soit une modification de l'article L223-5 du code de la consommation (LEGITEXT000006069565), conforme à la formule « complété » ; il ne s'agit ni d'une citation ni d'une ancre.	Le dispositif insère un alinéa dont la teneur complète le premier alinéa de l'article L. 223-5 du code de la consommation (« ainsi que de produits mis en vente par les entreprises labellisées EPV »), en cohérence avec l'article du fonds (exception aux interdictions de prospection pour la presse). L'insertion « après l'alinéa 22 » de l'article 3 tombe dans le bloc modifiant le titre II du livre II (a ter) vise justement L. 223-5). Le dispositif nomme L. 223-5 et le modifie, pas une simple citation.	2026-09-19
