verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	087d4bf89f0504fb	senat	348 rect. bis	Adopté	M. Joël BIGOT	JORFDOLE000038746653	L441-3	LEGIARTI000041556395:0	60	sans visée	1	echnique, y compris logicielle, par laquelle un metteur sur	Après l'article 4 ter Insérer un article additionnel ainsi rédigé : Après l’article L. 213‑4‑1 du code de la consommation, il est inséré un article L. 213‑4‑1‑…. ainsi rédigé : « Art. L. 213‑4‑1‑…. – Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d’un appareil hors de ses circuits agréés est interdite. « L […]	Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d'un appareil hors de ses circuits agréés est interdite.	//www.senat.fr/amendements/2018-2019/728/Amdt_348.html	juste		sonnet-juge-a	sonnet-juge-b		La phrase créée par l'amendement pour l'article additionnel est reprise mot pour mot par l'alinéa devenu L.441-3.	L'amendement insère la phrase mot pour mot ('Toute technique, y compris logicielle...interdite'), simple écart de numéro (L.213-4-1-... devenu L.441-3).		2026-09-26
juste	09cb2486d65c4206	assemblee	636	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L311-10	LEGIARTI000028748027:0	60	oui	1	cette fiche est conservée par le prêteur pendant toute la du	Avant la dernière phrase de l’article L. 311‑10 du code de la consommation, est insérée une phrase ainsi rédigée : « Cette fiche est conservée par le prêteur pendant toute la durée du prêt. ».	Lorsque les opérations de crédit sont conclues sur le lieu de vente ou au moyen d'une technique de communication à distance, une fiche d'informations distincte de la fiche mentionnée à l'article L. 311-6 est remise par le prêteur ou par l'intermédiaire de crédit à l'emprunteur. Cette fiche, établie par écrit ou sur un autre support durable, comporte notamment les éléments relatifs aux ressources e […]		juste		sonnet-juge-a	sonnet-juge-b		La phrase insérée par l'amendement (« Cette fiche est conservée... ») figure exactement avant la dernière phrase de l'alinéa, comme demandé.	L'amendement insère explicitement dans L.311-10 la phrase 'Cette fiche est conservée par le prêteur pendant toute la durée du prêt', retrouvée mot pour mot dans le segment.		2026-09-26
juste	0a81530ebe8effa5	senat	390	Adopté	LE GOUVERNEMENT	JORFDOLE000017760141	L332-10	LEGIARTI000006292582:1	60	oui	1	ugement qui arrête le plan le rend opposable à tous. la duré	Rédiger comme suit le texte proposé par le V de cet article pour insérer un article L-332-10 dans le code de la consommation : « Art. L. 332-10 – A titre exceptionnel, si, au vu du rapport du mandataire, le juge estime que la liquidation judiciaire peut être évitée, il établit, suivant les propositions du mandataire, un plan comportant, le cas échéant, les mesures visées à l'article L.331-7. « Le  […]	Le jugement qui arrête le plan le rend opposable à tous. La durée du plan est fixée par le juge. Elle ne peut excéder dix ans. En cas d'inexécution du plan, le juge en prononce la résolution.	//www.senat.fr/amendements/2002-2003/398/Amdt_390.html	juste		sonnet-juge-a	sonnet-juge-b		La dernière partie de l'article L.332-10 rédigé par l'amendement est reprise mot pour mot par l'alinéa jugé.	L'amendement réécrit lui-même L.332-10 et le segment en reprend le texte mot pour mot.		2026-09-26
juste	0b3885f84c0790cc	assemblee	35	Adopté	Mme Delphine Batho	JORFDOLE000051045642	L223-1	LEGIARTI000051830285:0	60	oui	1	ctement ou par l'intermédiaire d'un tiers agissant pour son	Substituer aux alinéas 8 à 13 les 18 alinéas suivants : « 1° La seconde phrase du premier alinéa de l’article L. 221‑16 est supprimée ; « 2° Le chapitre III du titre II du livre II est ainsi modifié : « a) Au début de l’intitulé, le mot : « Opposition » est remplacé par le mot : « Consentement » ; « b) L’article L. 223‑1 est ainsi modifié : « – les deux premiers alinéas sont remplacés par trois al […]	Il est interdit de démarcher par téléphone, directement ou par l'intermédiaire d'un tiers agissant pour son compte, un consommateur qui n'a pas exprimé préalablement son consentement à faire l'objet de prospections commerciales par ce moyen.		juste		sonnet-juge-a	sonnet-juge-b		La première des trois phrases rédigées par l'amendement pour L.223-1 correspond, reformulée, à l'alinéa en vigueur (« démarcher téléphoniquement »→« démarcher par téléphone »).	L'amendement réécrit explicitement le premier alinéa de L.223-1 avec une phrase reprise presque mot pour mot par le segment (ordre des mots retouché).		2026-09-26
juste	0c47795eb6e015d4	senat	730	Adopté	LE GOUVERNEMENT	JORFDOLE000036562265	L423-3	LEGIARTI000037556802:3	60	oui	1	lorsque des mesures de retrait ou de rappel sont mises en œu	Après l’article 11 quindecies Insérer un article additionnel ainsi rédigé : I. – Le code de la consommation est ainsi modifié : 1° L’article L. 423‑3 est complété par un alinéa ainsi rédigé : « Lorsque des mesures de retrait ou de rappel sont mises en œuvre, les producteurs et les distributeurs établissent et maintiennent à jour un état chiffré des produits retirés ou rappelés, qu’ils tiennent à l […]	Dans le secteur alimentaire et de l'alimentation animale, lorsque des mesures de retrait ou de rappel sont mises en œuvre, les producteurs et les distributeurs établissent et maintiennent à jour un état chiffré des produits retirés ou rappelés, qu'ils tiennent à la disposition des agents habilités.	//www.senat.fr/amendements/2017-2018/571/Amdt_730.html	juste		sonnet-juge-a	sonnet-juge-b		L'alinéa complétant L.423-3 est celui créé par l'amendement, seulement précédé de l'incise « Dans le secteur alimentaire et de l'alimentation animale » ajoutée ensuite.	L'amendement complète explicitement L.423-3 avec la phrase reprise mot pour mot par le segment, précisée en navette (secteur alimentaire).		2026-09-26
faux	0cd95b8d1e16ad90	senat	75 rect. bis	Adopté	M. DUFFOURG	JORFDOLE000053776687	L412-9	LEGIARTI000054715641:0	60	oui	2	l'indication du pays d'origine ou du lieu de provenance est	Compléter cet article par un paragraphe ainsi rédigé : .... – Le I de l’article L. 412‑9 du code de la consommation est complété par un alinéa ainsi rédigé : « L’indication du pays d’origine ou du lieu de provenance est aussi obligatoire pour les produits mentionnés à l’article L. 654‑27‑1 du code rural et de la pêche maritime. »	I. - Sans préjudice de l'article L. 412-1, dans les établissements proposant des repas à consommer sur place ou dans les établissements proposant des repas à consommer sur place et à emporter ou à livrer ou dans les établissements sans salle de consommation sur place et proposant seulement des repas à emporter ou à livrer, l'indication du pays d'origine ou du lieu de provenance est obligatoire pou […]	//www.senat.fr/amendements/2025-2026/763/Amdt_75.html	faux		sonnet-juge-a	sonnet-juge-b		Le segment jugé (:0) est le paragraphe I préexistant sur la restauration ; l'alinéa que l'amendement a réellement ajouté est le segment :1, distinct.	L'arête vise le segment :0 (le paragraphe I préexistant sur les repas à consommer sur place), alors que l'alinéa ajouté par l'amendement (produits de L.654-27-1) est le segment :1, distinct ; seuls des mots sont partagés.		2026-09-26
juste	0dff1b9e4ee24480	assemblee	798	Adopté	M. François-Michel Lambert	JORFDOLE000029310724	L121-117	LEGIARTI000031052562:3	60	oui	1	de litige, il appartient au professionnel de prouver qu'il a	Compléter cet article par les quatorze alinéas suivants : « V. – Le livre Ier du code de la consommation est ainsi modifié : « 1° Les articles L. 113‑7, dans sa rédaction résultant de la loi n° 2014‑344 du 17 mars 2014 relative à la consommation, et L. 113‑8 deviennent, respectivement, les articles L. 121‑116 et L. 121‑118 ; « 2° L’article L. 113‑9 est abrogé ; « 3° Le chapitre Ier du titre II du  […]	En cas de litige, il appartient au professionnel de prouver qu'il a exécuté ses obligations.		juste		sonnet-juge-a	sonnet-juge-b		L'amendement crée directement l'article L.121-117 avec la phrase exacte de l'alinéa jugé.	L'amendement crée explicitement L.121-117 (4° du V), dernier alinéa identique mot pour mot au segment.		2026-09-26
juste	0e08d27169d2db34	senat	115 rect.	Adopté	M. GONTARD	JORFDOLE000038746653	L441-3	LEGIARTI000041556395:0	60	sans visée	1	echnique, y compris logicielle, par laquelle un metteur sur	Après l'article 4 ter Insérer un article additionnel ainsi rédigé : Après l’article L. 213‑4‑1 du code de la consommation, il est inséré un article L. 213‑4‑1‑…. ainsi rédigé : « Art. L. 213‑4‑1‑…. – Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d’un appareil hors de ses circuits agréés est interdite. « L […]	Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d'un appareil hors de ses circuits agréés est interdite.	//www.senat.fr/amendements/2018-2019/728/Amdt_115.html	juste		sonnet-juge-a	sonnet-juge-b		L'amendement, identique à celui de M. Bigot, rédige mot pour mot la phrase devenue l'alinéa unique de l'article.	Amendement identique au 348 rect. bis (même article additionnel L.213-4-1-…, même texte mot pour mot), pratique courante des amendements identiques déposés par plusieurs sénateurs et adoptés ensemble.		2026-09-26
juste	0e1170a8db919dab	assemblee	78	Adopté	LE GOUVERNEMENT	JORFDOLE000031983191	L822-10	LEGIARTI000033915890:1	60	oui	1	président de la commission peut, par décision motivée, procé	I. – Le code de la consommation, dans sa rédaction résultant de l’ordonnance n° 2016‑301 du 16 mars 2016 relative à la partie législative du code de la consommation, est ainsi modifié : 1° Les articles L. 822‑7 et L. 822‑8 sont abrogés ; 2° L’article L. 822‑9 est ainsi rédigé : « Art. L. 822‑9. – La commission mentionnée à l’article L. 822‑4 assure la diffusion des informations, avis et recommanda […]	Le président de la commission peut, par décision motivée, procéder ou faire procéder par les membres de la commission ou les agents de l'Institut national de la consommation désignés par le directeur général de celui-ci à la convocation ou à l'audition de toute personne susceptible de leur fournir des informations concernant des affaires dont cette commission est saisie. Toute personne convoquée a […]		juste		sonnet-juge-a	sonnet-juge-b		L'amendement rédige L.822-10 avec, au second alinéa, la phrase exacte du segment jugé.	Le 3° de l'amendement réécrit explicitement L.822-10, deuxième alinéa identique mot pour mot au segment.		2026-09-26
juste	0e640117e85bb597	senat	91 rect.	Adopté	M. VERZELEN	JORFDOLE000051045642	L223-1	LEGIARTI000051830285:5	60	sans visée	1	peut avoir lieu lorsqu'elle est autorisée en application du	Alinéa 16 et 17 Remplacer ces alinéas par un alinéa ainsi rédigé : – après le mot : « téléphonique », la fin du septième alinéa est ainsi rédigée : « peut avoir lieu lorsqu'elle est autorisée en application du présent article. Toutefois, le professionnel peut solliciter le consommateur en dehors des jours, horaires et fréquence prévus par le décret si le consommateur consent explicitement à être a […]	Un décret, pris après avis du Conseil national de la consommation, détermine les jours et horaires ainsi que la fréquence auxquels la prospection commerciale par voie téléphonique peut avoir lieu lorsqu'elle est autorisée en application du présent article. Toutefois, le professionnel peut solliciter le consommateur en dehors des jours et horaires prévus par le décret si le consommateur consent exp […]	//www.senat.fr/amendements/2024-2025/469/Amdt_91.html	juste		sonnet-juge-a	sonnet-juge-b		La fin du septième alinéa réécrite par l'amendement correspond à l'alinéa en vigueur, retouchée (« et fréquence » supprimé, formule de preuve reformulée).	L'amendement réécrit la fin du septième alinéa de L.223-1, retrouvée presque mot pour mot dans le segment, retouchée en navette (charge de la preuve reformulée).		2026-09-26
juste	0fcc1d6ce638cf39	senat	81	Adopté	LE GOUVERNEMENT	JORFDOLE000043701629	L412-9	LEGIARTI000044224592:0	60	oui	1	, ainsi que pour les viandes utilisées en tant qu'ingrédient	Compléter cet article par un paragraphe ainsi rédigé : …. – Le I de l’article L. 412‑9 du code de la consommation est complété par les mots : « , ainsi que pour les viandes utilisées en tant qu’ingrédient dans des préparations de viandes et des produits à base de viande lorsque l’opérateur a connaissance de cette information en application d’une réglementation nationale ou européenne ».	I.- Sans préjudice de l'article L. 412-1, dans les établissements proposant des repas à consommer sur place ou dans les établissements proposant des repas à consommer sur place et à emporter ou à livrer ou dans les établissements sans salle de consommation sur place et proposant seulement des repas à emporter ou à livrer, l'indication du pays d'origine ou du lieu de provenance est obligatoire pour […]	//www.senat.fr/amendements/2020-2021/829/Amdt_81.html	juste		sonnet-juge-a	sonnet-juge-b		Les mots ajoutés par l'amendement à la fin du I terminent exactement l'alinéa en vigueur (segment :0), à la différence du cas L.654-27-1.	L'amendement complète le I de L.412-9 par les mots retrouvés mot pour mot en fin du segment ('ainsi que pour les viandes utilisées...réglementation nationale ou européenne').		2026-09-26
juste	108afeb9f6748ccd	senat	664	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L121-35	LEGIARTI000028747839:1	60	oui	1	cas où ces primes sont constituées d'objets distribués dans	Après l'article 13 Insérer un article additionnel ainsi rédigé : L’article L. 121-35 du code de la consommation est ainsi rédigé : « Art. L. 121-35 - Est interdite toute vente ou offre de vente de produits ou de biens ou toute prestation ou offre de prestation de services faite aux consommateurs et donnant droit, à titre gratuit, immédiatement ou à terme, à une prime consistant en produits, biens  […]	Dans le cas où ces primes sont constituées d'objets distribués dans le but de satisfaire à des exigences environnementales, ils doivent être entièrement recyclables, qu'il s'agisse de carton recyclable ignifugé ou d'encres alimentaires.	//www.senat.fr/amendements/2012-2013/810/Amdt_664.html	juste		sonnet-juge-a	sonnet-juge-b		L'amendement rédige entièrement L.121-35 ; son deuxième alinéa correspond mot pour mot au segment jugé.	L'amendement réécrit L.121-35 en entier, deuxième alinéa (primes environnementales) identique mot pour mot au segment.		2026-09-26
juste	108df2b59bf7cc3a	senat	1449 rect. bis	Adopté	M. DALLIER	JORFDOLE000029883713	L121-16-1	LEGIARTI000031012897:12	60	sans visée	1	ontrats portant sur la création, l'acquisition ou le transfe	I. – Alinéa 3 Remplacer cet alinéa par cinq alinéas ainsi rédigés : 1° bis L’article L. 121–16–1 est ainsi modifié : a) Le I est complété par un alinéa ainsi rédigé : « ...° Les contrats portant sur la création, l’acquisition ou le transfert de biens immobiliers ou de droits sur des biens immobiliers, la construction d’immeubles neufs, la transformation importante d’immeubles existants ou la locat […]	12° Les contrats portant sur la création, l'acquisition ou le transfert de biens immobiliers ou de droits sur des biens immobiliers, la construction d'immeubles neufs, la transformation importante d'immeubles existants ou la location d'un logement à des fins résidentielles.	//www.senat.fr/amendements/2014-2015/371/Amdt_1449.html	juste		sonnet-juge-a	sonnet-juge-b		L'alinéa ajouté au I par l'amendement (« ...° Les contrats portant sur... ») est repris mot pour mot, seule la puce recevant le numéro 12° à la codification.	L'amendement complète le I de L.121-16-1 par l'alinéa 'Les contrats portant sur la création...fins résidentielles', identique mot pour mot au segment (numéro '…°' devenu '12°').		2026-09-26
faux	10e99b7ba37a7f40	assemblee	779	Adopté	Mme Céline Calvez	JORFDOLE000047533100	liminaire	LEGIARTI000049571482:17	60	sans visée	1	du parlement européen et du conseil du 19 octobre 2022 préci	Après l’alinéa 24, insérer les deux alinéas suivants : « 4° bis Après l’article 8‑1, il est inséré un article 8‑2 ainsi rédigé : « Art. 8‑2 . – L’Autorité de régulation de la communication audiovisuelle et numérique procède à une analyse annuelle des rapports de transparence, d’évaluation des risques et d’audit transmis par les fournisseurs de services intermédiaires, les fournisseurs de plateform […]	17° Moteur de recherche en ligne : un moteur de recherche en ligne au sens du j de l'article 3 du règlement (UE) 2022/2065 du Parlement européen et du Conseil du 19 octobre 2022 précité ;		faux		sonnet-juge-a	sonnet-juge-b		L'amendement crée un article 8-2 sur le rapport annuel de l'ARCOM ; le segment jugé est une clause de définition « 17° Moteur de recherche en ligne » d'un autre article, qui ne partage que la référence au règlement UE 2022/2065.	L'amendement insère un article 8-2 sur les rapports de transparence ARCOM ; le segment est une définition de l'article liminaire (moteur de recherche en ligne) sans rapport, les deux ne partageant que la citation du règlement (UE) 2022/2065 précité.		2026-09-26
juste	1119005e36cfa203	senat	660	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L218-4	LEGIARTI000028748407:1	60	oui	1	utefois, lorsque l'opérateur apporte la preuve qu'une partie	Rédiger ainsi cet article : L’article L. 218‑4 du code de la consommation est ainsi rédigé : « Art. L. 218‑4. – S’il est établi que des produits ne sont pas conformes à la réglementation en vigueur ou présentent ou sont susceptibles de présenter, compte tenu de leurs conditions communes de production ou de commercialisation, un danger pour la santé publique ou la sécurité des consommateurs, le pré […]	Toutefois, lorsque l'opérateur apporte la preuve qu'une partie des produits est conforme à la réglementation en vigueur ou ne présente pas de danger pour la santé publique ou la sécurité des consommateurs, il peut remettre ces produits sur le marché.	//www.senat.fr/amendements/2012-2013/810/Amdt_660.html	juste		sonnet-juge-a	sonnet-juge-b		Le second alinéa de l'article L.218-4 rédigé par l'amendement correspond mot pour mot au segment jugé.	L'amendement réécrit intégralement L.218-4, alinéa identique mot pour mot au segment.		2026-09-26
