verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
faux	0be5157a268064f8	senat	70 rect.	Adopté	M. SIDO	JORFDOLE000027383756	L121-42	LEGIARTI000028744497:0	60	non : L121-84-10	1	de communications électroniques, au sens du 6° de l'article	Après l’article 5 Insérer un article additionnel ainsi rédigé : Après l'article L. 121-84-10 du code de la consommation, il est inséré un article L. 121-84-10-... ainsi rédigé : « Art. L. 121-84-10-... - Est un contrat de communications électroniques pour autrui le contrat régissant la fourniture d'un service de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et c […]	L'opérateur de communications électroniques, au sens du 6° de l'article L. 32 du code des postes et des communications électroniques, exploitant un numéro à valeur ajoutée, son abonné auquel ce numéro est affecté et, s'il est différent, le fournisseur du produit ou du service à valeur ajoutée mettent gratuitement à la disposition des consommateurs un outil accessible en ligne permettant d'identifi […]	//www.senat.fr/amendements/2012-2013/810/Amdt_70.html									
juste	0c83668679119dd8	senat	155	Adopté	M. CAFFET	JORFDOLE000026795365	L331-3-1	LEGIARTI000027783213:8	60	oui	1	jusqu'à la mise en œuvre des mesures prévues aux 1° et 2° de	I. - Alinéas 7 et 8 Remplacer ces alinéas par cinq alinéas ainsi rédigés : 2° L’article L. 331-3-1 est ainsi modifié : a) À la troisième phrase du premier alinéa, les mots : « un an » sont remplacés par les mots : « deux ans » ; b) Sont ajoutés deux alinéas ainsi rédigés : « Les créances figurant dans l’état d’endettement du débiteur dressé par la commission ne peuvent produire d’intérêts ou génér […]	Lorsqu'un protocole de cohésion sociale prévu aux articles L. 353-15-2 et L. 442-6-5 du code de la construction et de l'habitation a été conclu avec le bailleur antérieurement à la décision de recevabilité, le paiement des arriérés de loyer prévu par ledit protocole est suspendu jusqu'à la mise en œuvre des mesures prévues aux 1° et 2° de l'article L. 330-1 ou aux articles L. 331-6 à L. 331-7-2 du […]	//www.senat.fr/amendements/2012-2013/423/Amdt_155.html									
juste	0cc4998883f7a994	assemblee	539	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-34	LEGIARTI000028747663:7	60	sans visée	1	présent article s'applique sans préjudice des articles 38 à	Compléter cet article par les douze alinéas suivants : « III. – La section 4 du même chapitre Ier est ainsi rédigée : « Section 4 « Régime d’opposition au démarchage téléphonique « Art. L. 121‑34. – Le consommateur qui ne souhaite pas faire l’objet de prospection commerciale par voie téléphonique peut gratuitement s’inscrire sur une liste d’opposition au démarchage téléphonique. « Il est interdit  […]	Le présent article s'applique sans préjudice des articles 38 à 40 de la loi n° 78-17 du 6 janvier 1978 relative à l'informatique, aux fichiers et aux libertés.										
juste	0d4ddf24542e6a8c	senat	229 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000021369332	L122-3	LEGIARTI000024039758:3	60	oui	1	sionnel doit, en outre, restituer les sommes qu'il aurait in	Après l'article 26, insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° Les 1°, 4° et 5° de l'article L. 115-30 sont abrogés ; 2° Le dernier alinéa de l'article L. 121-8 est supprimé ; 3° Le premier alinéa de l'article L. 121-35 est complété par les mots : « dès lors que la pratique en cause revêt un caractère déloyal au sens de l'article L. 120-1 » ; 4° […]	Le professionnel doit, en outre, restituer les sommes qu'il aurait indûment perçues sans engagement exprès et préalable du consommateur. Ces sommes sont productives d'intérêts au taux légal calculé à compter de la date du paiement indu et d'intérêts au taux légal majoré de moitié à compter de la demande de remboursement faite par le consommateur.	//www.senat.fr/amendements/2010-2011/21/Amdt_229.html									
juste	0eaef86dd298e010	senat	96	Adopté	M. HYEST	JORFDOLE000017760141	L331-3	LEGIARTI000006292631:3	60	sans visée	1	, informé de cette faculté par la notification de la décisio	Rédiger comme suit le 3° du IV de cet article : Dans la première phrase du quatrième alinéa, après les mots : « Le débiteur » sont insérés les mots : « , informé de cette faculté par la notification de la décision de recevabilité, ».	Le débiteur, informé de cette faculté par la notification de la décision de recevabilité, est entendu à sa demande par la commission. Celle-ci peut également entendre toute personne dont l'audition lui paraît utile, sous réserve que celle-ci intervienne à titre gratuit.	//www.senat.fr/amendements/2002-2003/398/Amdt_96.html									
juste	10ef0029af1e1dae	senat	253	Adopté	M. DESESSARD	JORFDOLE000026795365	L312-9	LEGIARTI000028748108:5	60	sans visée	2	si l'offre définie à l'article l. 312-7 a été émise, le prêt	I. – Alinéa 20, première phrase Après les mots : le prêteur peut émettre rédiger ainsi la fin de cet alinéa : une offre modifiée ou un avenant à l’offre initiale mentionnée au premier alinéa, sans que les délais mentionnés à l’article L. 312-10 ne soient prorogés ni ne courent à nouveau. II. – Alinéas 24 à 26 Rédiger ainsi ces alinéas : b) Au début du cinquième alinéa, sont insérés les mots : « Ju […]	Si l'offre définie à l'article L. 312-7 a été émise, le prêteur notifie à l'emprunteur sa décision d'acceptation ou de refus et lui adresse, s'il y a lieu, l'offre modifiée mentionnée à l'article L. 312-8, dans un délai de dix jours ouvrés à compter de la réception de la demande de substitution. Si l'emprunteur fait usage du droit de résiliation du contrat d'assurance dans le délai de douze mois à […]	//www.senat.fr/amendements/2012-2013/423/Amdt_253.html									
juste	1162da0ca2526f26	assemblee	653	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L423-10	LEGIARTI000028740967:1	60	sans visée	1	blement à son exécution par le professionnel et selon des mo	Substituer aux alinéas 24 et 25 les trois alinéas suivants : « Art. L. 423‑4‑1. – Lorsque les consommateurs sont identifiés, le juge, après avoir statué sur la responsabilité du professionnel, peut condamner ce dernier, le cas échéant, sous astreinte prononcée au profit de l’association, à indemniser directement et individuellement, dans un délai déterminé, les consommateurs lésés, selon les modal […]	Préalablement à son exécution par le professionnel et selon des modalités et dans le délai fixés par le juge, cette décision, lorsqu'elle n'est plus susceptible de recours ordinaires ni de pourvoi en cassation, fait l'objet de mesures d'information individuelle des consommateurs concernés, aux frais du professionnel, afin de leur permettre d'accepter d'être indemnisés dans les termes de la décisio […]										
faux	11989aa3fbd1dc52	senat	2255	Adopté	LE GOUVERNEMENT	JORFDOLE000043113774	L113-3	LEGIARTI000043960821:1	60	sans visée	1	s modalités d'application du présent article sont fixées par	Amendement n° 758 I. – Alinéa 1 Remplacer le nombre : 34 par le nombre : 35 II. – Après l’alinéa 2 Insérer un alinéa ainsi rédigé : 3° L’article L. 132‑6 est ainsi rédigé : III. – Alinéa 3 Remplacer la référence : L. 114‑3 par la référence : L. 132‑6 IV. – Compléter cet amendement par un alinéa et un paragraphe ainsi rédigés : « Les conditions et les modalités d’application du présent article sont […]	Les modalités d'application du présent article sont fixées par voie réglementaire, notamment pour les fruits et légumes produits sous serre, en tenant compte de l'origine des produits.	//www.senat.fr/amendements/2020-2021/667/Amdt_2255.html									
juste	11c9a84b87222072	senat	98 rect.	Adopté	M. RIETMANN	JORFDOLE000043701629	L412-4	LEGIARTI000044224589:2	60	sans visée	1	le consommateur est informé, au moyen de l'étiquetage, de l'	I. – Alinéa 4 Remplacer cet alinéa par quatre alinéas ainsi rédigés : b) Les deuxième à avant-dernier alinéas sont ainsi rédigés : « Le consommateur est informé, au moyen de l’étiquetage, de l’origine du cacao des produits à base de cacao et de chocolat et de l’origine de la gelée royale. « Il est également informé de tous les pays d’origine des miels composant un mélange de miels en provenance de […]	Le consommateur est informé, au moyen de l'étiquetage, de l'origine du cacao des produits à base de cacao ou de chocolat et de l'origine de la gelée royale.	//www.senat.fr/amendements/2020-2021/829/Amdt_98.html									
juste	12f491de2fdf56e8	assemblee	993	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L116-1	LEGIARTI000028743109:8	60	sans visée	1	raction définie au présent article encourent, outre une amen	Compléter cet article par les treize alinéas suivants : « II. - Le titre I du livre I du code de la consommation, est complété par un chapitre VI ainsi rédigé : « Chapitre VI » « Dispositions relatives à l’outre-mer « Art. L. 116‑1.- L’article L. 115‑16 est applicable dans les îles Wallis et Futuna dans la rédaction suivante : « Est puni de deux ans d’emprisonnement et d’une amende de 35 800 000 f […]	"""Les personnes morales déclarées responsables pénalement, dans les conditions prévues à l'article 121-2 du code pénal, de l'infraction définie au présent article encourent, outre une amende suivant les modalités prévues à l'article 131-38 du même code, les peines prévues aux 2° à 9° de l'article 131-39 dudit code. L'interdiction mentionnée au 2° du même article 131-39 porte sur l'activité dans l'e […]"										
juste	13613bfecfb3c2fe	assemblee	653	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L423-10	LEGIARTI000028740967:2	60	sans visée	1	as d'inexécution par le professionnel, à l'égard des consomm	Substituer aux alinéas 24 et 25 les trois alinéas suivants : « Art. L. 423‑4‑1. – Lorsque les consommateurs sont identifiés, le juge, après avoir statué sur la responsabilité du professionnel, peut condamner ce dernier, le cas échéant, sous astreinte prononcée au profit de l’association, à indemniser directement et individuellement, dans un délai déterminé, les consommateurs lésés, selon les modal […]	En cas d'inexécution par le professionnel, à l'égard des consommateurs ayant accepté l'indemnisation, de la décision rendue dans le délai fixé, les articles L. 423-12 et L. 423-13 sont applicables et l'acceptation de l'indemnisation dans les termes de la décision vaut mandat aux fins d'indemnisation au profit de l'association.										
juste	138cb62a102f90c8	assemblee	198	Adopté	M. Philippe Noguès	JORFDOLE000027750379	L117-1	LEGIARTI000029324900:3	60	sans visée	1	la liste des conventions mentionnées au premier alinéa est p	Compléter cet article par les sept alinéas suivants : « II. – Le titre Ier du livre Ier du même code est complété par un chapitre VII ainsi rédigé : « Chapitre VII « Transparence sur les conditions sociales de fabrication d’un produit « Art. L. 117‑1. – Le fabricant, producteur ou distributeur d’un bien commercialisé en France transmet au consommateur qui en fait la demande et qui a connaissance d […]	La liste des conventions mentionnées au premier alinéa est précisée par décret.										
juste	14ec700a287b4886	assemblee	495	Adopté	Mme Catherine Vautrin	JORFDOLE000027383756	L113-8	LEGIARTI000028742316:0	60	sans visée	1	onnes physiques ou morales commercialisant des titres de tra	I. – Supprimer les alinéas 27 et 28. II. – En conséquence, après l’alinéa 34, insérer les quatre alinéas suivants : « Art. L. 113‑8. - Les transporteurs aériens et personnes physiques ou morales commercialisant des titres de transport aérien remboursent les taxes et redevances individualisées et affichées comme telles dans le prix du titre qu’ils ont vendu, dont l’exigibilité procède de l’embarque […]	Les transporteurs aériens et les personnes physiques ou morales commercialisant des titres de transport aérien remboursent les taxes et redevances individualisées et affichées comme telles dans le prix du titre qu'ils ont vendu, dont l'exigibilité procède de l'embarquement effectif du passager, lorsque le titre n'est plus valide et n'a pas donné lieu à transport. Ce remboursement intervient au plu […]										
juste	150e3d458bb380fb	senat	645 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L213-3	LEGIARTI000028748920:5	60	sans visée	1	1° la substance falsifiée ou corrompue est nuisible à la san	Alinéa 10 Remplacer cet alinéa par cinq alinéas ainsi rédigés : IV. – Le sixième alinéa de l’article L. 213‑3 du même code est remplacé par quatre alinéas ainsi rédigés : « II. – Les peines prévues à l’article L. 213‑1 sont portées à sept ans d’emprisonnement et à 750 000 euros d’amende si : « 1° La substance falsifiée ou corrompue est nuisible à la santé de l’homme ou de l’animal ; « 2° Les délit […]	1° La substance falsifiée ou corrompue est nuisible à la santé de l'homme ou de l'animal ;	//www.senat.fr/amendements/2012-2013/810/Amdt_645.html									
faux	158698273e1fd39f	senat	649 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L215-3-4	LEGIARTI000028743251:2	60	sans visée	1	précise les conditions dans lesquelles ils procèdent à leur	Après l’article 72 Insérer un article additionnel ainsi rédigé : Après l'article 8 de la loi n° 81-766 du 10 août 1981 relative au prix du livre, sont insérés sept articles 8-1 à 8-7 ainsi rédigés : « Art. 8-1. - Des agents relevant du ministre chargé de la culture peuvent procéder aux enquêtes nécessaires à l'application des dispositions de la présente loi. Ces agents sont désignés par le ministr […]	Un décret en Conseil d'Etat précise les conditions dans lesquelles ils procèdent à leurs constatations.	//www.senat.fr/amendements/2012-2013/810/Amdt_649.html									
juste	15a0e2af4c24b0c5	assemblee	434	Adopté	M. Dominique Potier	JORFDOLE000027383756	L311-8-1	LEGIARTI000028748057:0	60	sans visée	1	. cette proposition comporte les informations permettant au	À la fin de l’alinéa 2, substituer aux mots : « selon des modalités définies par un arrêté du ministre chargé de l’économie » les deux phrases suivantes : « . Cette proposition comporte les informations permettant au consommateur de comparer de façon claire le fonctionnement, le coût et les modalités d’amortissement des deux crédits proposés selon au moins deux hypothèses de délais de remboursemen […]	Lorsqu'un consommateur se voit proposer, sur le lieu de vente ou par un moyen de vente de biens ou de services à distance, un contrat de crédit renouvelable pour financer l'achat de biens ou de prestations de services particuliers pour un montant supérieur à un seuil fixé par décret, le prêteur ou l'intermédiaire de crédit accompagne l'offre de crédit renouvelable d'une proposition de crédit amort […]										
juste	15ca4b7de8314c88	assemblee	329	Adopté	M. Razzy Hammadi	JORFDOLE000026795365	L312-6-2	LEGIARTI000027760364:0	60	sans visée	1	à toute personne qui se voit proposer ou qui sollicite une	Après l’alinéa 16, insérer les trois alinéas suivants : « c) Il est ajouté un article L. 312‑6‑2 ainsi rédigé : « Art. L. 312‑6‑2. – Une fiche standardisée d’information est remise à toute personne qui se voit proposer ou qui sollicite une assurance ayant pour objet de garantir le remboursement d’un prêt visé à l’article L. 312‑2. Un décret en Conseil d’État fixe les modalités d’application du pré […]	Une fiche standardisée d'information est remise, lors de la première simulation, à toute personne qui se voit proposer ou qui sollicite une assurance ayant pour objet de garantir le remboursement d'un prêt mentionné à l'article L. 312-2. Un décret en Conseil d'Etat fixe les modalités d'application du présent alinéa.										
juste	1727e930ee005e9b	senat	97	Adopté	M. HYEST	JORFDOLE000017760141	L331-3	LEGIARTI000006292631:10	60	sans visée	1	le juge de l'exécution est compétent pour connaître des reco	Compléter le IV de cet article par deux alinéas ainsi rédigés : ..° Il est complété par un alinéa ainsi rédigé : « Le juge de l'exécution est compétent pour connaître des recours dirigés contre les décisions rendues par la commission en matière de recevabilité et d'orientation du dossier. »	Le juge de l'exécution est compétent pour connaître des recours dirigés contre les décisions rendues par la commission en matière de recevabilité et d'orientation du dossier.	//www.senat.fr/amendements/2002-2003/398/Amdt_97.html									
juste	1888be17bf6e1eee	assemblee	539	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-34	LEGIARTI000028747663:5	60	sans visée	1	tat, pris après avis de la commission nationale de l'informa	Compléter cet article par les douze alinéas suivants : « III. – La section 4 du même chapitre Ier est ainsi rédigée : « Section 4 « Régime d’opposition au démarchage téléphonique « Art. L. 121‑34. – Le consommateur qui ne souhaite pas faire l’objet de prospection commerciale par voie téléphonique peut gratuitement s’inscrire sur une liste d’opposition au démarchage téléphonique. « Il est interdit  […]	Un décret en Conseil d'Etat, pris après avis de la Commission nationale de l'informatique et des libertés, détermine les modalités de fonctionnement du mécanisme d'opposition au démarchage téléphonique, les conditions dans lesquelles les entreprises ont accès à une version actualisée de la liste et les modalités du contrôle de l'Etat sur l'organisme gestionnaire.										
juste	1930cc5117a55fd8	assemblee	28	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-79-4	LEGIARTI000028748861:0	60	sans visée	1	rsonnes physiques déclarées coupables de l'une des infractio	Après l’alinéa 6, insérer les six alinéas suivants : « VII bis. – La section 9 du chapitre Ier du titre II du livre Ier du code de la consommation est ainsi modifiée : « 1° au premier alinéa de l’article L. 121‑79‑2, le montant : « 15 000 € » est remplacé par le montant : « 150 000 € » ; « 2° Au premier alinéa de l’article L. 121‑79‑3, le montant : « 30 000 € » est remplacé par le montant : « 300  […]	Les personnes physiques déclarées coupables de l'une des infractions prévues aux articles L. 121-79-2 et L. 121-79-3 du présent code encourent également, à titre de peines complémentaires, l'interdiction, suivant les modalités prévues à l'article 131-27 du code pénal, soit d'exercer une fonction publique ou d'exercer l'activité professionnelle ou sociale dans l'exercice ou à l'occasion de l'exerci […]										
juste	19703eee8a3a465c	senat	2171	Adopté	LE GOUVERNEMENT	JORFDOLE000043113774	L315-14	LEGIARTI000043977199:1	60	sans visée	1	en cas de défaillance de l'emprunteur ayant opté initialemen	I. – Alinéa 2 Rédiger ainsi cet alinéa : « 4° Les prêts avance mutation définis à l’article L. 315‑2 du code de la consommation et destinés à la réalisation de travaux permettant d’améliorer la performance énergétique du logement. La garantie ne peut couvrir la totalité du prêt et des intérêts. Le décret mentionné au IV fixe notamment des conditions de ressources pour les personnes bénéficiant de  […]	En cas de défaillance de l'emprunteur ayant opté initialement pour le remboursement périodique des intérêts d'un prêt avance mutation garanti par le fonds de garantie pour la rénovation énergétique dans les conditions prévues au 4° du I de l'article L. 312-7 du code de la construction et de l'habitation, le prêteur peut proposer à l'emprunteur d'opter pour la capitalisation annuelle des intérêts f […]	//www.senat.fr/amendements/2020-2021/667/Amdt_2171.html									
juste	1a72601b318766ac	assemblee	642	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L121-47	LEGIARTI000028744552:0	60	sans visée	1	postes et des communications électroniques, propose au cons	I. – Après l’article L. 121‑41 du code de la consommation, la section 7 est ainsi rédigée : « Section 7 « Achats par l’intermédiaire des opérateurs de communications électroniques « Art. L. 121‑42. – Tout fournisseur d’un service téléphonique au public, au sens du 7° de l’article L. 32 du code des postes et des communications électroniques, propose au consommateur une option gratuite permettant de […]	Tout fournisseur d'un service téléphonique au public, au sens du 7° de l'article L. 32 du code des postes et des communications électroniques, propose au consommateur une option gratuite permettant de bloquer les communications à destination de certaines tranches de numéros à valeur ajoutée. Ces tranches de numéros sont définies par un arrêté conjoint des ministres chargés de la consommation et de […]										
juste	1c7cc130b4a57469	senat	430 rect.	Adopté	Mme Michèle ANDRÉ	JORFDOLE000027383756	L311-17	LEGIARTI000028748089:2	60	oui	1	publicité portant sur les avantages de toute nature ouverts	Rédiger ainsi cet article : L’article L. 311‑17 du code de la consommation est ainsi rédigé : « Art. L. 311-17 .- Lorsque le crédit renouvelable mentionné à l’article L. 311‑16 est assorti d’un programme ouvrant droit à des avantages de toute nature, le bénéfice de ces avantages ne peut être subordonné au paiement à crédit. Dans ce cas, le prêteur ou l’intermédiaire de crédit a l’obligation de pro […]	La publicité portant sur les avantages de toute nature ouverts par la carte mentionnée au premier alinéa du présent article indique à l'emprunteur les modalités selon lesquelles cette carte permet de payer comptant ou à crédit et l'informe des modalités d'utilisation du crédit.	//www.senat.fr/amendements/2012-2013/810/Amdt_430.html									
juste	1e2177712a77def9	assemblee	329	Adopté	M. Razzy Hammadi	JORFDOLE000026795365	L312-6-2	LEGIARTI000027760364:1	60	sans visée	1	ssibilité pour l'emprunteur de souscrire auprès de l'assureu	Après l’alinéa 16, insérer les trois alinéas suivants : « c) Il est ajouté un article L. 312‑6‑2 ainsi rédigé : « Art. L. 312‑6‑2. – Une fiche standardisée d’information est remise à toute personne qui se voit proposer ou qui sollicite une assurance ayant pour objet de garantir le remboursement d’un prêt visé à l’article L. 312‑2. Un décret en Conseil d’État fixe les modalités d’application du pré […]	La fiche standardisée d'information mentionne la possibilité pour l'emprunteur de souscrire auprès de l'assureur de son choix une assurance dans les conditions fixées à l'article L. 312-9 et précise les types de garanties proposées. Un arrêté fixe le format de cette fiche ainsi que son contenu.										
juste	1e42c80c2dc4f050	senat	105	Adopté	M. HYEST	JORFDOLE000017760141	L332-9	LEGIARTI000006292580:1	60	oui	1	clôture entraîne l'effacement de toutes les dettes non profe	Rédiger comme suit le texte proposé par le V de cet article pour insérer un article L. 332-9 dans le code de la consommation : « Art. L. 332-9 - Lorsque l'actif réalisé est suffisant pour désintéresser les créanciers, le juge prononce la clôture de la procédure. Lorsque l'actif réalisé est insuffisant pour désintéresser les créanciers ou lorsque le débiteur ne possède rien d'autre que des biens me […]	La clôture entraîne l'effacement de toutes les dettes non professionnelles du débiteur, à l'exception de celles dont le prix a été payé au lieu et place du débiteur par la caution ou le coobligé.	//www.senat.fr/amendements/2002-2003/398/Amdt_105.html									
