verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	1006ba8f07c6c6d2	senat	93	Rejeté	Mme LAMURE	L111-3	9	sans visée	alinea	senat/leg-pjl12-810.html	4	Article 4	de prévoyance et unions régies par le titre III du livre IX du code de la sécurité sociale. « Art. L. 111-3. - Le fabricant ou l'importateur de biens meubles informe le vendeur professionnel de la da	Alinéa 12, seconde phrase I. - Remplacer le mot : lisible par les mots : claire et loyale II. - Après le mot : contrat supprimer la fin de cette phrase.	Les dispositions des deux articles précédents s'appliquent sans préjudice des dispositions plus favorables aux consommateurs qui soumettent certaines activités à des règles particulières en ce qui concerne l'information du consommateur.	//www.senat.fr/amendements/2012-2013/810/Amdt_93.html	juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	Texte sans pastille et sans titre replié dans cette zone (vérifié dans le HTML) : l'alinéa 12 de l'article 4 est bien « Art. L. 111-3. - Le fabricant ou l'importateur... Cette information est délivrée au consommateur par le vendeur de manière lisible avant la conclusion du contrat et confirmée par écrit... », dont la seconde phrase contient les mots « lisible » et « contrat » cités par le dispositif. Il s'agit bien de l'instruction qui rédige L. 111-3.	L'alinéa 12 de l'article 4 est bien « Art. L. 111-3. – Le fabricant ou l'importateur… », dont la seconde phrase contient les mots « lisible » et « contrat » visés par le dispositif.	2026-09-20
juste	103b311b7f9484fb	senat	466	Retiré	Mme ASSASSI	L111-7	2	sans visée	alinea	senat/leg-pjl15-535.html	22	Article 22	'ordonnance n° 2016-301 du 14 mars 2016 précitée est ainsi modifié : 1° (Supprimé) 2° L'article L. 111-7 est ainsi modifié : a) Le premier alinéa est remplacé par huit alinéas ainsi rédigés : « Est qu	Après l’alinéa 9 Insérer deux alinéas ainsi rédigés : …) Le deuxième alinéa est complété par une phrase ainsi rédigée : « Un décret précise les modalités de définition de la qualité de l’annonceur sur la base de critères objectifs prenant notamment en considération des indicateurs de fréquences et le montant des revenus générés par l’utilisateur, ainsi que le secteur concerné. »	Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parties en vue de la vente d'un bien, de la fourniture d'un service ou de  […]	//www.senat.fr/amendements/2015-2016/535/Amdt_466.html	juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	En comptant les lignes de l'article 22 (y compris les lignes-placeholder « 1° (Supprimé) » et « a) à c) (Supprimés) », qui portent un numéro et ne sont donc pas de simples statuts nus), l'alinéa 9 se situe entre l'alinéa 3 (« 2° L'article L. 111-7 est ainsi modifié ») et l'alinéa 10 (« b) Aux deuxième et troisième alinéas... »), donc bien dans le bloc qui modifie L. 111-7 avant le « II. - » suivant. L'insertion après l'alinéa 9 modifie donc L. 111-7.	L'alinéa 9 de l'article 22 (« a) à c) (Supprimés) ») et l'alinéa 10 qui le suit relèvent tous deux de « 2° L'article L. 111-7 est ainsi modifié » (alinéa 3) ; l'insertion après l'alinéa 9 reste donc dans le périmètre de L.111-7.	2026-09-20
juste	1047d218b7e2dfbb	assemblee	415	Rejeté	M. Thierry Benoit	L423-11	18	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	1er	ART. PREMIER	nnel sont réputés établis de manière irréfragable pour l’application de l’article L. 423-3. « Art. L. 423-11. – L’action prévue à l’article L. 423-1 ne peut être engagée au-delà d’un délai de cinq ans	À l’alinéa 42, substituer au mot : « cinq », le mot : « trois ».	Le professionnel procède à l'indemnisation individuelle des préjudices subis par chaque consommateur, dans les conditions, limites et délais fixés par le jugement mentionné à l'article L. 423-3.		juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	Même article 1er que pour l'amendement 346 (Assemblée) : en tenant compte du titre de section replié sur deux lignes physiques (un seul <p><br>), l'alinéa 42 est bien « Art. L. 423-11. – L'action prévue... ne peut être engagée au-delà d'un délai de cinq ans », où figure le mot « cinq » cité par le dispositif. Cette phrase rédige directement L. 423-11.	Comme pour l'amendement 346 sur le même texte : l'alinéa 42 de l'article 1er (en fusionnant le titre de la Section 5 sur deux lignes) est bien « Art. L. 423-11. – L'action prévue… un délai de cinq ans… », qui contient le mot « cinq » visé, sous l'instruction créant le chapitre III (dont L.423-11).	2026-09-20
juste	1077415457a9e24c	assemblee	429	Non soutenu	M. Daniel Fasquelle	L121-18-2	46	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	5	ART. 5	accompagné du formulaire type de rétractation mentionné au 2° du I de l’article L. 121-17. « Art. L. 121-18-2. – Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque f	À l’alinéa 52, supprimer le mot : « préavis, ».	Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque forme que ce soit, de la part du consommateur avant l'expiration d'un délai de sept jours à compter de la conclusion du contrat hors établissement. Toutefois, ne sont pas soumis au premier alinéa : 1° La souscription à domicile d'un a […]		juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	Même article 5 que pour l'amendement 420 : l'alinéa 52 (compté comme précédemment, « I A à I C. – (Supprimés) » valant un alinéa) est « Pour les contrats mentionnés aux 1° et 2°... sans préavis, frais ou indemnité... », où figure le mot « préavis » cité par le dispositif. Il relève de « Art. L. 121-18-2. – », toujours en cours avant le prochain « Art. L. 121-19. ».	L'alinéa 52 de l'article 5 est « Pour les contrats mentionnés aux 1° et 2°… sans préavis, frais ou indemnité… », contient bien le mot « préavis, » visé, et relève de « Art. L. 121-18-2. » (alinéa 46).	2026-09-20
juste	107b30ea51721048	assemblee	577	Rejeté	M. Thierry Benoit	L111-3	9	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	4	ART. 4	de prévoyance et unions régies par le titre III du livre IX du code de la sécurité sociale. « Art. L. 111-3. – Le fabricant ou l’importateur de biens meubles doit informer le vendeur professionnel de	Après l’alinéa 13, insérer l’alinéa suivant : « Un décret précise les modalités et conditions d’application du présent article. ».	Les dispositions des deux articles précédents s'appliquent sans préjudice des dispositions plus favorables aux consommateurs qui soumettent certaines activités à des règles particulières en ce qui concerne l'information du consommateur.		juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	Même article 4 que pour l'amendement 668 : l'alinéa 13 (« Pendant la période mentionnée au premier alinéa... ») est la seconde phrase de L. 111-3, juste avant « Art. L. 111-4. » (alinéa 14). L'insertion après l'alinéa 13 ajoute donc un alinéa à L. 111-3, avant le début de L. 111-4.	Les alinéas 12-13 de l'article 4 sont le texte de « Art. L. 111-3. », et l'alinéa 14 suivant ouvre « Art. L. 111-4. » ; l'insertion « après l'alinéa 13 » d'une clause de décret d'application vient donc clore L.111-3, avant que L.111-4 ne commence.	2026-09-20
faux	1092db0197c89ac0	assemblee	267	Rejeté	M. Lionel Tardy	L423-4	18	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	1er	ART. PREMIER	à la Caisse des dépôts et consignations d’une partie des sommes dues par le professionnel. « Art. L. 423-4. – L’association peut s’adjoindre, avec l’autorisation du juge, toute personne appartenant	Supprimer les alinéas 22 à 26.	S'il juge que la responsabilité du professionnel est engagée, le juge ordonne par la même décision les mesures adaptées pour informer de cette décision les consommateurs susceptibles d'appartenir au groupe. Les mesures de publicité de la décision sont à la charge du professionnel. Elles ne peuvent être mises en œuvre q […]		faux	faux	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	En comptant les alinéas de l'article 1er (offset -1, en excluant la seule mention « (division et intitulé nouveaux) » à l'alinéa 24-ligne25), les alinéas 22 à 26 supprimés par le dispositif sont « Section 2 bis », « Procédure d'action de groupe simplifiée » et les trois alinéas de « Art. L. 423-4-1 (nouveau) » : ils relèvent tous de L. 423-4-1, pas de L. 423-4 (alinéa 21, ligne 22, non touché). L'amendement supprime la procédure simplifiée nouvellement créée, pas L. 423-4.	Les alinéas 22 à 26 supprimés couvrent « Section 2 bis » (22), « Procédure d'action de groupe simplifiée » (23) et tout « Art. L. 423-4-1 (nouveau) » (24-26) ; L.423-4 est l'alinéa 21, non compris dans la suppression. L'amendement porte donc sur L.423-4-1, pas sur L.423-4.	2026-09-20
juste	10a7206746c1ddb0	senat	347	Adopté	M. Martial BOURQUIN	L121-36	3	sans visée	alinea	senat/leg-pjl13-283.html	72 quater	Article 72 quater	re I er du titre II du livre I er du code de la consommation est ainsi modifiée : 1° L'article L. 121-36 est ainsi rédigé : « Art. L. 121-36. - Les pratiques commerciales mises en oeuvre par les prof	Alinéa 12 Supprimer les mots : attribué à chacun des participants	Les opérations publicitaires réalisées par voie d'écrit qui tendent à faire naître l'espérance d'un gain attribué à chacun des participants, quelles que soient les modalités de tirage au sort, ne peuvent être pratiquées que si elles n'imposent aux participants aucune contrepartie financière ni dépense sous quelque form […]	//www.senat.fr/amendements/2013-2014/283/Amdt_347.html	juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	La ligne de statut seule « (Non modifié) » n'est pas un alinéa ; en l'excluant, l'alinéa 12 de l'article 72 quater est « Art. L. 121-36. - Les pratiques commerciales... tendant à faire naître l'espérance d'un gain attribué à chacun des participants... », qui contient mot pour mot les mots cités par le dispositif. C'est bien l'instruction qui réécrit L. 121-36.	L'alinéa 12 de l'article 72 quater est bien « Art. L. 121-36. – Les pratiques commerciales… un gain attribué à chacun des participants… », le texte même de L.121-36 réécrit par l'instruction de l'alinéa 11.	2026-09-20
juste	10b0657867eea1aa	assemblee	60	Tombé	M. Marc Le Fur	L121-20-1	46	sans visée	alinea	assemblee/14-ta-commission-r1574-a0.asp	5	ART. 5	’avoir signée et acceptée par écrit ou avoir donné son consentement par voie électronique. « Art. L. 121-20-1. – Le consommateur qui ne souhaite pas faire l’objet de prospection commerciale par voie t	À l’alinéa 70, après la première occurrence du mot : « téléphonique », insérer les mots : « ou par voie de message interpersonnel court ».	Lorsque le droit de rétractation est exercé, le professionnel est tenu de rembourser sans délai le consommateur et au plus tard dans les trente jours suivant la date à laquelle ce droit a été exercé. Au-delà, la somme due est, de plein droit, productive d'intérêts au taux légal en vigueur.		juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	Aucun titre replié dans cette zone de l'article 5 (vérifié : aucun <br> dans le HTML). En comptant les lignes non vides (« I A à I C. – (Supprimés) » valant un alinéa), l'alinéa 70 est « Art. L. 121-20-1. – Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique... », où « téléphonique » apparaît en première occurrence comme cité par le dispositif. Cette phrase rédige directement L. 121-20-1.	L'alinéa 70 de l'article 5 est bien « Art. L. 121-20-1. – Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique… », première occurrence du mot « téléphonique » dans l'article, ouverture même de L.121-20-1.	2026-09-20
juste	10bc176b91205f36	senat	17	Rejeté	Mme BRICQ	L331-3-1	6	sans visée	alinea	senat/leg-pjl09-539.html	21	Article 21	tation du dossier sont susceptibles de recours devant le juge de l'exécution. » ; 3° L'article L. 331-3-1 est ainsi rédigé : « Art. L. 331-3-1 . - La décision déclarant la recevabilité de la demande e	Alinéa 20, première phrase Rédiger ainsi le début de cette phrase : Le dépôt du dossier emporte...	La saisine du juge aux fins de rétablissement personnel emporte suspension des voies d'exécution, y compris des mesures d'expulsion du logement du débiteur, jusqu'au jugement d'ouverture.	//www.senat.fr/amendements/2009-2010/539/Amdt_17.html	juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	La ligne de statut seule « ( Non modifié)» n'est pas un alinéa ; en l'excluant, l'alinéa 20 de l'article 21 est « Art. L. 331-3-1. - La décision déclarant la recevabilité de la demande emporte suspension et interdiction... », dont la première phrase est bien celle que le dispositif réécrit. C'est l'instruction « 3° L'article L. 331-3-1 est ainsi rédigé » qui la gouverne.	La première ligne de l'article 21 est une mention de statut seule (« ( Non modifié)», à ne pas compter comme alinéa) ; une fois cette ligne exclue, l'alinéa 20 est bien « Art. L. 331-3-1 . - La décision déclarant la recevabilité de la demande emporte suspension… », dont la première phrase est bien celle que le dispositif réécrit, sous l'instruction 3° qui réécrit L.331-3-1.	2026-09-20
juste	10e163ee84d93be7	senat	233 rect.	Rejeté	M. JOMIER	L111-4	5	sans visée	alinea	senat/leg-pjl18-728.html	4	Article 4	nt précisées par décret en Conseil d’État. »  II. – (Supprimé) Article 4  I. – L’article L. 111-4 du code de la consommation est ainsi modifié :  1° La première phrase du premier alinéa est	Alinéas 2 à 4 Remplacer ces alinéas par six alinéas ainsi rédigés : 1° Le premier alinéa est ainsi rédigé : « Le fabricant ou l’importateur de biens meubles fournit obligatoirement aux vendeurs professionnels ou aux réparateurs, agréés ou non, qui le demandent les pièces détachées indispensables à l’utilisation des biens vendus, dans un délai de trente jours et pendant une période de dix ans après la fin de la dispon […]	Le fabricant ou l'importateur de biens meubles informe le vendeur professionnel de la période pendant laquelle ou de la date jusqu'à laquelle les pièces détachées indispensables à l'utilisation des biens sont disponibles sur le marché. Cette information est délivrée obligatoirement au consommateur par le vendeur de man […]	//www.senat.fr/amendements/2018-2019/728/Amdt_233.html	juste	juste	sonnet+sonnet	agent:claude-sonnet-5	agent:claude-sonnet-5	accord des deux juges	Texte à pastilles (numérotation continuant sur deux glyphes à partir de l'alinéa 10) : les pastilles 2, 3 et 4 précèdent les trois « 1°/2°/3° » qui composent tout le bloc « I. – L'article L. 111-4 du code de la consommation est ainsi modifié » (alinéa 1), avant le « II. – » (alinéa 5). Les alinéas 2 à 4 relèvent donc bien de L. 111-4.	Le texte a des pastilles ; les alinéas 2, 3 et 4 de l'article 4 sont respectivement les « 1° », « 2° » et « 3° » de l'instruction « I. – L'article L. 111-4 du code de la consommation est ainsi modifié » (alinéa 1). Le dispositif qui remplace « les alinéas 2 à 4 » porte donc bien sur L.111-4.	2026-09-20
