verdict	cle	chambre	amendement	sort	auteur	article	cibles_de_l_article	vise	voie	texte	article_du_texte	subdivision	fenetre	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	01b9e4753e81d160	senat	561	Adopté	Mme LAMURE	L111-3	7	sans visée	alinea	senat/leg-pjl12-810.html	4	Article 4	de prévoyance et unions régies par le titre III du livre IX du code de la sécurité sociale. « Art. L. 111-3. - Le fabricant ou l'importateur de biens meubles informe le vendeur professionnel de la da	Alinéa 13 Après le mot : professionnels insérer les mots : ou aux réparateurs agréés	L111-3 (1993-07-27) — écrit par la loi du dossier, 2014-06-14 : Le fabricant ou l'importateur de biens meubles informe le vendeur professionnel de la période pe […] ‖ avant, 2010-07-25 : Les articles L. 111-1 et L. 111-2 s'appliquent sans préjudice des dispositions plus favorables aux consommateurs qui soumettent certaines activités […]	//www.senat.fr/amendements/2012-2013/810/Amdt_561.html	juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 13 (« Dès lors qu'il a indiqué la date… fournit aux vendeurs professionnels ») relève de « Art. L. 111-3. – ».	L'alinéa 13 est une phrase de « Art. L. 111-3. - Le fabricant ou l'importateur... » ; l'insertion de mots s'y fait sans changer d'instruction.		2026-09-26
juste	01f201b56ecc6ed0	assemblee	153	Adopté	Mme Corinne Erhel	L111-5-1	1	sans visée	alinea	assemblee/14-projets-pl3318.asp	22	ART. 22	date de publication de la présente loi. Section 3 Loyauté des plateformes Article 22 L’article L. 111-5-1 du même code est ainsi modifié : 1° Le premier alinéa est remplacé par les dispositions suivan	Après l’alinéa 4, insérer l’alinéa suivant : « Les obligations prévues au deuxième alinéa du présent article sont également applicables aux relations entre les opérateurs de plateforme en ligne et les professionnels qui recourent aux services de ces plateformes pour l’exercice de leurs activités à titre principal ou accessoire. »	L111-5-1 (2015-08-08) — en vigueur à la loi du dossier, 2015-08-08 : Sans préjudice des obligations d'information prévues à l'article 19 de la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique, toute personne dont l'activité consiste à mettre en relation, par voie électronique, plusieurs parti […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa inséré après le 4 dit lui-même « du présent article », donc de L. 111-5-1, dont l'alinéa 4 fait déjà partie.	L'article 22 du texte ne porte qu'une seule instruction, sur L. 111-5-1 ; l'alinéa 4 et son insertion en relèvent nécessairement.		2026-09-26
juste	0219acbb4ae3eef8	assemblee	649	Adopté	M. Razzy Hammadi	L423-3	16	sans visée	alinea	assemblee/14-projets-pl1015.asp	1er	ART. PREMIER	alités fixées par décret en Conseil d’État. « Section 2 « Le jugement sur la responsabilité « Art. L. 423-3. – Le juge constate que les conditions mentionnées à l’article L. 423-1 sont réunies et sta	Au début de l’alinéa 13, avant les mots : « Le juge », insérer les mots : « Dans la même décision, ».	L423-3 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Dans la même décision, le juge constate que les conditions de recevabilité mentionnées à l'article L. 423-1 sont réunies et statue sur la responsabilité du professionnel, au vu des cas individuels présentés par l'association requérante. Il définit le group […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 13 est la tête même « Art. L. 423-3. – Le juge constate… ».	L'alinéa 13 est l'ouverture même de « Art. L. 423-3. – Le juge constate... » ; l'insertion de mots au début ne change pas la cible.		2026-09-26
juste	023609a44cd62987	assemblee	812	Rejeté	Mme Annie Genevard	L423-21	17	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	1er	ART. PREMIER	ours ordinaire ou de pourvoi en cassation ou de l’homologation prévue à l’article L. 423-9. « Art. L. 423-13. – La décision prévue à l’article L. 423-3 et celle résultant de l’application de l’article	Après le mot : « groupe », rédiger ainsi la fin de l’alinéa 48 : « qui en ont demandé le bénéfice. ».	L423-21 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Les décisions prévues aux articles L. 423-3 et L. 423-10 ainsi que celle résultant de l'application de l'article L. 423-16 ont également autorité de la chose jugée à l'égard de chacun des membres du groupe dont le préjudice a été réparé au terme de la pro […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 48 est la tête « Art. L. 423-13. – La décision prévue… à l'égard de chacun des membres du groupe… » ; le fonds (article_du_fonds L423-21) montre le même passage sous le numéro final, la loi ayant renuméroté L. 423-13 en L. 423-21.	Le texte nomme cet alinéa « Art. L. 423-13 », mais son contenu (« La décision prévue à l'article L. 423-3 ... autorité de la chose jugée à l'égard ... du groupe ») est celui que la loi du dossier a rangé sous L. 423-21, mot pour mot.		2026-09-26
juste	023e2d22886a97a5	assemblee	170	Retiré	M. Jean-Louis Roumégas	L423-1	13	sans visée	alinea	assemblee/14-projets-pl1357.asp	1er	ART. PREMIER	tion de groupe « Section 1 « Champ d’application de l’action de groupe et qualité pour agir « Art. L. 423-1. – Une association de défense des consommateurs représentative au niveau national et agréée	Supprimer l’alinéa 9.	L423-1 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Une association de défense des consommateurs représentative au niveau national et agréée en application de l'article L. 411-1 peut agir devant une juridiction civile afin d'obtenir la réparation des préjudices individuels subis par des consommateurs placés […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 9 (« L'action de groupe ne peut porter que sur… ») est sous « Art. L. 423-1. – Une association… ».	L'alinéa 9 supprimé est une phrase de « Art. L. 423-1. – Une association de défense des consommateurs... ».		2026-09-26
juste	024e3c50ac95706a	senat	120 rect.	Rejeté	M. PLANCADE	L136-1	2	sans visée	alinea	senat/leg-pjl12-810.html	17 bis	Article 17 bis	du livre I er du code de la consommation est ainsi modifié : 1° Le premier alinéa de l'article L. 136-1 est ainsi modifié : a) Après le mot : « écrit », sont insérés les mots : « , par lettre nominat	Après l'alinéa 5 Insérer deux alinéas ainsi rédigés : …° Après le deuxième alinéa du même article, est ajouté un alinéa ainsi rédigé : Pour les contrats conclus avec un distributeur audiovisuel, le consommateur peut résilier le contrat reconduit tacitement, à partir du premier jour suivant la reconduction du contrat. La résiliation prend effet un mois après que le distributeur audiovisuel en a reçu la notification pa […]	L136-1 (2005-07-28) — écrit par la loi du dossier, 2014-03-19 : Le professionnel prestataire de services informe le consommateur par écrit, par lettre nominativ […] ‖ avant, 2008-01-05 : Le professionnel prestataire de services informe le consommateur par écrit, au plus tôt trois mois et au plus tard un mois avant le terme de la pér […]	//www.senat.fr/amendements/2012-2013/810/Amdt_120.html	juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 5 (« Cette information… mentionne… la date limite de résiliation ») relève de « L'article L. 136-1… est ainsi modifié » ; l'insertion demandée dit elle-même « du même article ».	L'insertion après l'alinéa 5, qui renvoie explicitement « au même article » (L. 136-1, gouvernant l'alinéa 5), ne nomme aucun autre article et ne porte pas de verbe modificatif isolé.		2026-09-26
juste	027afdb65ae9ecb0	assemblee	408	Retiré	M. Thierry Benoit	L423-13	16	sans visée	alinea	assemblee/14-projets-pl1015.asp	1er	ART. PREMIER	ent sur toutes les demandes d’indemnisation auxquelles le professionnel n’a pas fait droit. « Art. L. 423-7. – L’association requérante représente les consommateurs qui n’ont pas été indemnisés par l	À l’alinéa 25, après le mot : « consommateurs », insérer les mots : « lésés membres du groupe ».	L423-13 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : L'association requérante représente les consommateurs membres du groupe qui n'ont pas été indemnisés par le professionnel dans les délais fixés, aux fins de l'exécution forcée du jugement mentionné au second alinéa de l'article L. 423-12.		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 25 est la tête « Art. L. 423-7. – L'association requérante représente les consommateurs… dans les délais fixés… » ; le fonds (article_du_fonds L423-13) porte ce même texte sous le numéro final, la loi ayant renuméroté L. 423-7 en L. 423-13.	Le texte nomme cet alinéa « Art. L. 423-7 », mais son contenu (« L'association requérante représente les consommateurs ... non indemnisés ... exécution forcée du jugement ») est celui que la loi du dossier a rangé sous L. 423-13.		2026-09-26
juste	02b90a626ccd5647	assemblee	768	Adopté	M. Frédéric Barbier	L111-1	7	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	4	ART. 4	code est ainsi rédigé : « Chapitre Ier « Obligation générale d’information précontractuelle « Art. L. 111-1. – Avant que le consommateur ne soit lié par un contrat de vente de biens ou de fourniture	À l’alinéa 8, après le mot : « activités, » insérer les mots : « pour autant qu’elles ne ressortent pas du contexte, ainsi que, s’il y a lieu, celles relatives ».	L111-1 (1993-07-27) — écrit par la loi du dossier, 2014-06-14 : Avant que le consommateur ne soit lié par un contrat de vente de biens ou de fourniture de servi […] ‖ avant, 2010-07-25 : I. - Tout professionnel vendeur de biens doit, avant la conclusion du contrat, mettre le consommateur en mesure de connaître les caractéristiques e […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 8 (« 4° Les informations relatives à son identité et à ses activités… ») relève de « Art. L. 111-1. – ».	L'alinéa 8 est le 4° de « Art. L. 111-1. – Avant que le consommateur ne soit lié... » ; l'insertion de mots s'y fait sans changer d'instruction.		2026-09-26
juste	02eadbf62455eedc	senat	381 rect.	Rejeté	Mme LÉTARD	L121-18-2	45	sans visée	alinea	senat/leg-pjl12-810.html	5	Article 5	accompagné du formulaire type de rétractation mentionné au 2° du I de l'article L. 121-17. « Art. L. 121-18-2. - (Non modifié) Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie,	Alinéa 49 1° Après les mots : organisme agréé insérer les mots : ou déclaré 2° Remplacer les mots : fourniture de services mentionnés rédiger ainsi la fin de cet alinéa : à l’article L. 7231-1 du code du travail.	L121-18-2 (2014-06-14) — écrit par la loi du dossier, 2014-06-14 : Le professionnel ne peut recevoir aucun paiement ou aucune contrepartie, sous quelque forme que ce soit, de la part du consommateur avant l'expiration d'un délai de sept jours à compter de la conclusion du contrat hors établissement. Toutefois, ne sont  […]	//www.senat.fr/amendements/2012-2013/810/Amdt_381.html	juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 49 (« 2° Les contrats à exécution successive… organisme agréé… ») relève de « Art. L. 121-18-2. – ».	L'alinéa 49 est le 2° de « Art. L. 121-18-2. - (Non modifié) Le professionnel ne peut recevoir... ».		2026-09-26
juste	030f82f3e58a6a44	senat	476	Rejeté	M. LE CAM	L311-8-1	1	sans visée	alinea	senat/leg-pjl12-810.html	18	Article 18	e traitement des situations de surendettement en cours à cette date. Article 18 I. - L'article L. 311-8-1 du même code est ainsi rédigé : « Art. L. 311-8-1. - Lorsqu'un consommateur se voit proposer,	Alinéa 2 Rédiger ainsi le début de cet alinéa : « Art. L. 311‑8‑1. – Lorsqu’un consommateur se voit proposer un contrat de crédit renouvelable pour un montant supérieur à un seuil fixé par décret,	L311-8-1 (2011-05-01) — en vigueur à la loi du dossier, 2011-05-01 : Lorsqu'un prêteur ou un intermédiaire de crédit propose au consommateur, sur le lieu de vente ou par un moyen de vente à distance, un contrat de crédit pour financer l'achat de biens ou de prestations de services particuliers pour un montant supérieur […]	//www.senat.fr/amendements/2012-2013/810/Amdt_476.html	juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 2 est la tête même « Art. L. 311-8-1. – Lorsqu'un consommateur se voit proposer… ».	L'amendement réécrit lui-même le début de l'alinéa 2 en citant « Art. L. 311-8-1. – Lorsqu'un consommateur... », qui est exactement le texte lu à cet alinéa : la cible est confirmée par l'amendement lui-même.		2026-09-26
juste	039e6948fbe48133	assemblee	89	Rejeté	Mme Catherine Vautrin	L423-17	13	sans visée	alinea	assemblee/14-projets-pl1357.asp	1er	ART. PREMIER	« Modalités spécifiques à l’action de groupe intervenant dans le domaine de la concurrence « Art. L. 423-10. – Lorsque les manquements reprochés au professionnel portent sur le respect des règles déf	À l’alinéa 44, substituer à la première occurrence du mot : « prononcée », le mot : « engagée ».	L423-17 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Lorsque les manquements reprochés au professionnel portent sur le respect des règles définies au titre II du livre IV du code de commerce ou des articles 101 et 102 du traité sur le fonctionnement de l'Union européenne, la responsabilité du professionnel  […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 44 est la tête « Art. L. 423-10. – Lorsque les manquements reprochés au professionnel portent sur… » ; le fonds (article_du_fonds L423-17) porte ce même texte sous le numéro final.	Le texte nomme cet alinéa « Art. L. 423-10 », mais son contenu (« Lorsque les manquements reprochés au professionnel portent sur le respect des règles définies au titre II du livre IV du code de commerce... ») est mot pour mot celui que la loi du dossier a rangé sous L. 423-17.		2026-09-26
juste	03cc56ffc7f2129e	assemblee	644	Adopté	M. Razzy Hammadi	L423-3	17	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	1er	ART. PREMIER	modalités fixées par décret en Conseil d’État. « Section 2 « Jugement sur la responsabilité « Art. L. 423-3. – Dans la même décision, le juge constate que les conditions de recevabilité mentionnées à	À la première phrase de l’alinéa 18, après le mot : « et », insérer le mot : « les ».	L423-3 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : Dans la même décision, le juge constate que les conditions de recevabilité mentionnées à l'article L. 423-1 sont réunies et statue sur la responsabilité du professionnel, au vu des cas individuels présentés par l'association requérante. Il définit le group […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 18 (« Le juge fixe les délais… ») relève de « Art. L. 423-3. – Dans la même décision, le juge constate… ».	L'alinéa 18 est une phrase de « Art. L. 423-3. – Dans la même décision, le juge constate... » ; l'insertion d'un mot ne change pas la cible.		2026-09-26
juste	03cdb5161f7466f9	assemblee	169	Non soutenu	M. Bernard Gérard	L141-1-2	1	sans visée	alinea	assemblee/14-projets-pl1357.asp	53	ART. 53	tives Article 53 Après l’article L. 141-1 du code de la consommation, il est inséré un article L. 141-1-2 ainsi rédigé : « Art. L. 141-1-2. – I. – L’autorité administrative chargée de la concurrence e	Après l’alinéa 12, insérer l’alinéa suivant : « VIII bis.-Le recours de pleine juridiction formé contre les amendes administratives mentionnées à l’article L. 141‑1‑2 s’exerce, lorsqu’elles sont prononcées sur le fondement de l'article L. 141‑1 devant la juridiction judiciaire, dans les deux mois de la notification de la décision, selon des modalités déterminées par décret en Conseil d’État. »	L141-1-2 (2014-03-19) — écrit par la loi du dossier, 2014-03-19 : I. ― L'autorité administrative chargée de la concurrence et de la consommation est l'autorité compétente pour prononcer les amendes administratives sanctionnant les manquements aux I à III de l'article L. 141-1 ainsi que l'inexécution des mesures d'injon […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa inséré après le 12 ajoute un « VIII bis » nommant lui-même L. 141-1-2 sans verbe modificatif sur un autre article ; il reste sous « Art. L. 141-1-2. – ».	L'insertion après l'alinéa 12 (« VIII bis.- ») nomme elle-même L. 141-1-2 et prolonge l'article nouvellement créé, sans verbe modificatif visant un autre article.		2026-09-26
juste	03de2784b551b545	assemblee	12	Retiré	M. Marc Le Fur	L121-34	37	sans visée	alinea	assemblee/14-ta-commission-r1156-a0.asp	5	ART. 5	’avoir signée et acceptée par écrit ou avoir donné son consentement par voie électronique. « Art. L. 121-20-1. – Le consommateur qui ne souhaite pas faire l’objet de prospection commerciale par voie t	À l’alinéa 69, après la première occurrence du mot : « téléphonique » insérer les mots : « ou par voie de message interpersonnel court ».	L121-34 (1993-07-27) — écrit par la loi du dossier, 2014-06-14 : Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphoni […] ‖ avant, 1993-07-27 : Les règles relatives aux ventes directes aux consommateurs ainsi qu'à la commercialisation des productions déclassées sont fixées par l'article 39  […]		juste		sonnet-juge-a	sonnet-juge-b		L'alinéa 69 est la tête « Art. L. 121-20-1. – Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique… » ; le fonds (article_du_fonds L121-34) porte ce même texte sous le numéro final.	Le texte nomme cet alinéa « Art. L. 121-20-1 », mais son contenu (« Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut s'inscrire... ») est celui que la loi du dossier a rangé sous L. 121-34.		2026-09-26
