verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	24c79a052553f5da	assemblee	356	Adopté	M. Vincent Thiébaut	JORFDOLE000042956321	L217-23	LEGIARTI000044330833:4	60	oui	1	ses à jour prévues au i, le vendeur n'est pas responsable de	Rédiger ainsi cet article : « L’article L. 217‑23 du code de la consommation est ainsi modifié : « 1° Au début, est ajoutée la mention : « I. – » ; » « 2° Sont ajoutés quatre alinéas ainsi rédigés : « Lorsque le contrat prévoit que le contenu numérique ou le service numérique est fourni pendant une durée supérieure à deux ans, le vendeur veille à ce que le consommateur soit informé de telles mises […]	II.-Lorsque le consommateur n'installe pas, dans un délai raisonnable, les mises à jour prévues au I, le vendeur n'est pas responsable des défauts de conformité résultant uniquement de la non-installation des mises à jour concernées, à condition que :		juste		sonnet-juge-a	sonnet-juge-b		L'amendement 356 rédige tout l'article L217-23 ; ce II est repris mot pour mot (ponctuation lissée).	Le II ajouté par le dispositif (« Lorsque le consommateur n'installe pas... ») est repris mot pour mot dans le segment.		2026-09-26
juste	25a298b9a468f678	assemblee	1432	Adopté	M. Matthieu Orphelin	JORFDOLE000038746653	L217-22	LEGIARTI000041556732:0	60	oui	1	our les biens comportant des éléments numériques, le vendeur	I. – À l’alinéa 3, après le mot : « consommateur », rédiger ainsi la fin de l’intitulé : « et obligations du vendeur concernant les mises à jour de logiciels ». II. – En conséquence, après l’alinéa 4, insérer les deux alinéas suivants : « Art. L. 217‑22 . – Pour les biens comportant des éléments numériques, le vendeur veille à ce que le consommateur soit informé des mises à jour, y compris des mis […]	Pour les biens comportant des éléments numériques, le vendeur veille à ce que le consommateur soit informé des mises à jour, y compris des mises à jour de sécurité, qui sont nécessaires au maintien de la conformité de ces biens. Le vendeur veille à ce que le consommateur soit informé de façon suffisamment claire et précise sur les modalités d'installation de ces mises à jour. Le consommateur peut  […]		juste		sonnet-juge-a	sonnet-juge-b		L'amendement 1432 insère l'article L217-22 en entier, repris mot pour mot.	Le second alinéa inséré (Art. L217-22) est repris mot pour mot dans le segment.		2026-09-26
juste	2d8007d0b1642718	assemblee	1	Adopté	M. Éric Bothorel	JORFDOLE000039451785	L412-1	LEGIARTI000041985019:4	60	oui	1	3° bis s'agissant des inscriptions de toute nature relatives	I. – Après le 3° du I de l’article L. 412‑1 du code de la consommation, il est inséré un 3° bis ainsi rédigé : « 3° bis S’agissant des inscriptions de toute nature relatives aux denrées alimentaires préemballées, les modalités de mise à la disposition du public en ligne des informations correspondantes par le responsable de la première mise sur le marché, dans les conditions prévues au livre III d […]	3° bis S'agissant des inscriptions de toute nature relatives aux denrées alimentaires préemballées, les modalités de mise à la disposition du public en ligne des informations correspondantes par le responsable de la première mise sur le marché, dans les conditions prévues au livre III du code des relations entre le public et l'administration ;		juste		sonnet-juge-a	sonnet-juge-b		L'amendement 1 insère le 3° bis à L412-1, repris mot pour mot.	Le 3° bis inséré par l'amendement est repris mot pour mot dans le segment.		2026-09-26
juste	35a1637acb3612bf	assemblee	16	Adopté	Mme Annaïg Le Meur	JORFDOLE000037775649	L223-1	LEGIARTI000042155931:5	60	oui	1	nt toute campagne de démarchage téléphonique dans les autres	L’article L. 223‑1 du code de la consommation est complété par trois alinéas ainsi rédigés : « Tout professionnel saisit l’organisme désigné dans les conditions prévues à l’article L. 223‑4 aux fins de s’assurer de la conformité de ses fichiers de prospection commerciale avec la liste des oppositions au démarchage dans les conditions suivantes : « 1° Au moins une fois par mois s’il exerce à titre  […]	2° Avant toute campagne de démarchage téléphonique dans les autres cas.		juste		sonnet-juge-a	sonnet-juge-b		L'amendement 16 complète L223-1 par trois alinéas dont ce 2°, repris mot pour mot.	Le 2° ajouté par l'amendement est repris mot pour mot dans le segment.		2026-09-26
faux	39557b6dfa2e8a48	assemblee	252	Adopté	M. Vincent Thiébaut	JORFDOLE000042956321	L441-3	LEGIARTI000044330822:0	60	sans visée	1	iter la restauration de l'ensemble des fonctionnalités d'un	Au premier alinéa de l’article L. 441‑3 du code de la consommation, après le mot : « appareil », sont insérés les mots : « , ou à limiter la restauration de l’ensemble des fonctionnalités d’un appareil, ».	Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d'un appareil ou à limiter la restauration de l'ensemble des fonctionnalités d'un tel appareil hors de ses circuits agréés est interdite.		faux		sonnet-juge-a	sonnet-juge-b		L'amendement 252 n'insère qu'une incise de sept mots ('ou à limiter la restauration...') dans le premier alinéa de L441-3 déjà écrit par ailleurs ; il n'en est pas l'auteur (docs/55 §3, docs/57 §3).	L'amendement n'insère qu'une incise (« ou à limiter la restauration... ») dans un alinéa de L441-3 déjà rédigé par ailleurs ; il n'en est pas l'auteur.		2026-09-26
juste	4d2e2da8819182c3	assemblee	178	Adopté	Mme Agnès Firmin Le Bodo	JORFDOLE000044125588	L711-9	LEGIARTI000045171187:1	60	oui	1	ts et obligations du débiteur doivent être comprises comme v	Rédiger ainsi cet article : « I. – Le livre VI du code de commerce est ainsi modifié : 1° À la deuxième phrase du premier alinéa de l’article L. 611‑13, après le mot : « limitée », sont insérés les mots : « ou entrepreneur individuel relevant du statut défini à la section 3 du chapitre VI du titre II du livre V, » ; 2° Après l’article L. 611‑16, il est inséré un article L. 611‑17 ainsi rédigé : «  […]	Les dispositions qui intéressent les biens, droits et obligations du débiteur doivent être comprises comme visant les seuls éléments du patrimoine personnel. Celles qui intéressent les droits et obligations des créanciers du débiteur s'appliquent dans les limites du seul patrimoine personnel.		juste		sonnet-juge-a	sonnet-juge-b		Même amendement 178 (rédaction de l'article créant L711-9) ; ce second alinéa est repris mot pour mot.	La troisième phrase du III (« Les dispositions qui intéressent les biens... ») est reprise mot pour mot dans le segment.		2026-09-26
juste	56a8e6399b30db48	assemblee	29	Adopté	M. Christophe Naegelen	JORFDOLE000037775649	L242-16	LEGIARTI000042155954:3	60	non : L522-6	1	gée de la concurrence et de la consommation peut décider de	L’article L. 522‑6 du code de la consommation est ainsi modifié : 1° Au premier alinéa, les mots : « peut être » sont remplacés par le mot : « est » ; 2° Sont ajoutés trois alinéas ainsi rédigés : « L’autorité administrative chargée de la concurrence et de la consommation peut décider de reporter la publication d’une décision ou de publier cette dernière sous une forme anonymisée ou de ne pas la p […]	L'autorité administrative chargée de la concurrence et de la consommation peut décider de reporter la publication d'une décision, de publier cette dernière sous une forme anonymisée ou de ne pas la publier dans l'une ou l'autre des circonstances suivantes :		faux	juste	opus-arbitre (arbitrage)	sonnet-juge-b	opus-arbitre	Remplace « juste » (sonnet-juge-a) ; B : « faux ». La version de 2016 de L242-16 n'a pas ce passage ; celle de 2020 reprend presque mot pour mot les alinéas que 29 écrivait pour L522-6, déplacés en navette sous L242-16 « par dérogation à l'article L. 522-6 » : l'alinéa descend du passage de 29.	Même dispositif que 1385d56d81bff758 : l'amendement 29 vise L522-6, pas L242-16, qui préexistait déjà (article 3 « non modifié »).	La version de 2016 de L242-16 n'a pas ce passage ; celle de 2020 reprend presque mot pour mot les alinéas que 29 écrivait pour L522-6, déplacés en navette sous L242-16 « par dérogation à l'article L. 522-6 » : l'alinéa descend du passage de 29.	2026-09-26
juste	5b0a656a81b3782a	assemblee	16	Adopté	Mme Huguette Tiegna	JORFDOLE000042458094	L111-7-3	LEGIARTI000045295074:3	60	sans visée	1	le résultat de l'audit est présenté au consommateur de façon	Rédiger ainsi l’alinéa 6 : « Le résultat de l’audit est présenté au consommateur de façon lisible, claire et compréhensible et est accompagné d’une présentation ou d’une expression complémentaire, au moyen d’un système d’information coloriel. »	Le résultat de l'audit est présenté au consommateur de façon lisible, claire et compréhensible et est accompagné d'une présentation ou d'une expression complémentaire, au moyen d'un système d'information coloriel.		juste		sonnet-juge-a	sonnet-juge-b		L'amendement 16 rédige l'alinéa 6 en entier, repris mot pour mot.	L'alinéa 6 rédigé par l'amendement est repris mot pour mot dans le segment.		2026-09-26
juste	5f4660280cd92512	assemblee	409	Adopté	Mme Michèle Crouzet	JORFDOLE000043701629	L122-24	LEGIARTI000044221550:1	60	sans visée	1	l'avis de l'organisation interprofessionnelle est réputé fav	Après l’alinéa 4, insérer les deux alinéas suivants : « « L’avis de l’organisation interprofessionnelle est réputé favorable en l’absence de réponse dans un délai prévu par le décret mentionné au premier alinéa. « La publicité est réputée autorisée en l’absence de réponse de l’administration dans un délai prévu par le décret mentionné au premier alinéa. »	L'avis de l'organisation interprofessionnelle est réputé favorable en l'absence de réponse dans un délai fixé par le décret mentionné au premier alinéa.		juste		sonnet-juge-a	sonnet-juge-b		Amendement 409, identique à l'amendement 334 adopté au même endroit ; l'alinéa retenu reprend son texte mot pour mot.	L'amendement 409, identique à 334, insère ce premier alinéa mot pour mot, « prévu » devenu « fixé ».		2026-09-26
juste	5fb877d769b0e1c5	assemblee	1464	Adopté	Mme Véronique Riotton	JORFDOLE000038746653	L242-47	LEGIARTI000041556192:0	60	sans visée	1	manquement à l'article l. 224-110 est passible d'une amende	Compléter cet article par les neuf alinéas suivants : « Sous-section 14 « Matériel médical « Art. L. 242‑47 . – Tout manquement à l’article L. 224‑109‑1 est passible d’une amende administrative dont le montant ne peut excéder 3 000 euros pour une personne physique et 15000 euros pour une personne morale. « Cette amende est prononcée dans les conditions prévues au chapitre II du titre II du livre V […]	Tout manquement à l'article L. 224-110 est passible d'une amende administrative dont le montant ne peut excéder 3 000 € pour une personne physique et 15 000 € pour une personne morale.		juste		sonnet-juge-a	sonnet-juge-b		L'amendement 1464 crée dans le même dispositif l'article sur L224-110 (écrit 'L242-48' par l'amendement, rangé au fonds sous L242-47) ; le contenu est repris mot pour mot.	La seconde sous-section du dispositif (« Art. L242-48 », référençant L224-110) est reprise mot pour mot au fonds sous L242-47, la sous-section « matériel médical » qui la précédait ayant disparu en navette.		2026-09-26
