verdict	cle	chambre	amendement	sort	auteur	article	formule	dossier	subdivision	dispositif	article_du_fonds	url	verdict_bis	verdict_ter	juge	juge_bis	juge_ter	commentaire	commentaire_bis	commentaire_ter	date_jugement
juste	0ae5be8f03a87cbc	assemblee	13705	Adopté	M. Philippe Kemel	L330-1	rédigé	JORFDOLE000026795365	ART. 22	Après l'alinéa 12, insérer les treize alinéas suivants : « 5° L'avant-dernier alinéa de l’article L. 330‑1 est ainsi rédigé : « À l’occasion des recours exercés devant lui en application des articles L. 331‑4, L. 331‑7 et L. 332‑2, le juge du tribunal d’instance peut avec l’accord du débiteur, décider l’ouverture d’une procédure de rétablissement personnel avec liquidation judiciaire. Lorsqu’il statue en application des articles L. 331‑7 et L. 332‑2, il peut en outre prononcer un redressement personnel sans liquidation judiciaire. » ; « 6° Au dernier alinéa de l’article L. 331‑3, les mots : «  […]	L330-1 (2003-08-02) La situation de surendettement des personnes physiques est caractérisée par l'impossibilité manifeste pour le débiteur de bonne foi de faire face à l'ensemble de ses dettes non professionnelles exigibles et à échoir ainsi qu'à l'engagement qu'il a donné de cautionner ou d'acquitter solidairement la dette d'un entrepren […]		juste		sonnet-A	sonnet-B		Le dispositif réécrit explicitement l'avant-dernier alinéa de l'article L. 330-1.	Le 5° du dispositif rédige l'avant-dernier alinéa de l'article L. 330-1 ; les points suivants modifient d'autres articles, sans affecter ce constat.		2026-09-24
juste	0c0ebcfa477abd48	assemblee	16645	Rejeté	M. Damien Abad	L423-3	rédigé	JORFDOLE000027383756	ART. PREMIER	Substituer aux alinéas 13 à 26 les neuf alinéas suivants : « De la compétence, de la mise en état et du jugement sur la responsabilité « Art. L. 423‑3. – L’affaire est instruite sous le contrôle d’un juge de la mise en état de la chambre à laquelle l’affaire est distribuée, lequel dispose des pouvoirs qui lui sont conférés par les articles 763 à 770 du code de procédure civile. Le juge de la mise en état ainsi désigné est seul compétent, à l’exclusion de toute autre formation du tribunal, pour : « - statuer sur les exceptions de procédure et les incidents mettant fin à l’instance, la recevabil […]	L423-3 (2014-03-19) Dans la même décision, le juge constate que les conditions de recevabilité mentionnées à l'article L. 423-1 sont réunies et statue sur la responsabilité du professionnel, au vu des cas individuels présentés par l'association requérante. Il définit le groupe des consommateurs à l'égard desquels la responsabilité du prof […]		juste		sonnet-A	sonnet-B		Le dispositif substitue aux alinéas existants un texte créant explicitement « Art. L. 423-3 ».	Le dispositif rédige entièrement l'article L. 423-3 du code de la consommation, malgré la référence incidente au code de procédure civile pour les pouvoirs du juge de la mise en état.		2026-09-24
juste	0c6d45a3c19ef46e	senat	70270	Rejeté	M. LE CAM	L312-9	complété	JORFDOLE000027383756	art. add. après Article 19 octies	Après l’article 19 octies Insérer un article additionnel ainsi rédigé : L’article L. 312-9 du code de la consommation est complété par un alinéa ainsi rédigé : « Un refus abusif ou dilatoire d’une demande d’assurance déléguée, ou le non respect du délai mentionné ci-dessus pour la réémission de l’offre de prêt expose le prêteur au maintien de l’assurance initialement proposée par le prêteur avec une prime d’assurance entièrement prise en charge par le prêteur. »	L312-9 (1993-07-27) Lorsque le prêteur offre à l'emprunteur ou exige de lui l'adhésion à un contrat d'assurance collective qu'il a souscrit en vue de garantir en cas de survenance d'un des risques que ce contrat définit, soit le remboursement total ou partiel du montant du prêt restant dû, soit le paiement de tout ou partie des échéances  […]	//www.senat.fr/amendements/2012-2013/810/Amdt_480.html	juste		sonnet-A	sonnet-B		Le dispositif complète explicitement l'article L. 312-9 par un alinéa.	Le dispositif complète expressément l'article L. 312-9 du code de la consommation.		2026-09-24
juste	0cb78a19b3d32189	senat	70453	Adopté	LE GOUVERNEMENT	L121-35	rédigé	JORFDOLE000027383756	art. add. après Article 13	Après l'article 13 Insérer un article additionnel ainsi rédigé : L’article L. 121-35 du code de la consommation est ainsi rédigé : « Art. L. 121-35 - Est interdite toute vente ou offre de vente de produits ou de biens ou toute prestation ou offre de prestation de services faite aux consommateurs et donnant droit, à titre gratuit, immédiatement ou à terme, à une prime consistant en produits, biens ou services, dès lors que la pratique en cause revêt un caractère déloyal au sens de l'article L. 120-1. « Dans le cas où ces primes sont constituées d’objets distribués dans le but de satisfaire à de […]	L121-35 (1993-07-27) Est interdite toute vente ou offre de vente de produits ou de biens ou toute prestation ou offre de prestation de services faites aux consommateurs et donnant droit, à titre gratuit, immédiatement ou à terme, à une prime consistant en produits, biens ou services sauf s'ils sont identiques à ceux qui font l'objet de la  […]	//www.senat.fr/amendements/2012-2013/810/Amdt_664.html	juste		sonnet-A	sonnet-B		Le dispositif réécrit explicitement l'article L. 121-35 (« Art. L. 121-35 - … »).	Le dispositif réécrit entièrement l'article L. 121-35 du code de la consommation ; les renvois à d'autres codes ne sont que des citations internes au texte nouveau.		2026-09-24
juste	0d44f59b09b14c19	assemblee	15104	Rejeté	M. Thierry Benoit	L311-17	rédigé	JORFDOLE000027383756	ART. 19 TER	Rédiger ainsi cet article : « L’article L. 311‑17 du code de la consommation est ainsi rédigé : « Art. L. 311‑17. – Aucun crédit renouvelable ne peut être associé à une carte ouvrant droit à des avantages commerciaux et promotionnels ou à une carte de paiement. ».	L311-17 (1993-07-27) Tant que l'opération n'est pas définitivement conclue, aucun paiement, sous quelque forme et à quelque titre que ce soit, ne peut être fait par le prêteur à l'emprunteur ou pour le compte de celui-ci, ni par l'emprunteur au prêteur. Pendant ce même délai, l'emprunteur ne peut non plus faire, au titre de l'opération en  […]		juste		sonnet-A	sonnet-B		Le dispositif réécrit explicitement l'article L. 311-17 (« Art. L. 311-17. – … »).	Le dispositif réécrit entièrement l'article L. 311-17 du code de la consommation.		2026-09-24
juste	0d5cb2beb1c067dd	senat	86990	Rejeté	M. BONHOMME	L223-1	rédigé	JORFDOLE000037775649	Article 5	Rédiger ainsi cet article : Après le mot : « liste », la fin du second alinéa de l’article L. 223‑1 du code de la consommation est ainsi rédigée : «, à l’exception des sollicitations ayant un lien direct avec l’objet d’un contrat en cours ».	L223-1 (2016-07-01) Le consommateur qui ne souhaite pas faire l'objet de prospection commerciale par voie téléphonique peut gratuitement s'inscrire sur une liste d'opposition au démarchage téléphonique. Il est interdit à un professionnel, directement ou par l'intermédiaire d'un tiers agissant pour son compte, de démarcher téléphoniquement […]	//www.senat.fr/amendements/2019-2020/464/Amdt_16.html	juste		sonnet-A	sonnet-B		Le dispositif modifie explicitement la fin du second alinéa de l'article L. 223-1.	Le dispositif modifie la fin du second alinéa de l'article L. 223-1 du code de la consommation.		2026-09-24
juste	0f485eab84724b39	assemblee	42399	Rejeté	Mme Mathilde Paris	L132-2	modifié	JORFDOLE000046027237	ART. 9	Après l’alinéa 1, insérer les trois alinéas suivants : « 1° A L’article L. 132‑2 est ainsi modifié : « a) Au premier alinéa, le montant : « 300 000 euros » est remplacé par le montant : « 600 000 euros » ; « b) À la première phrase du second alinéa, le taux : « 10 % » est remplacé par le taux : « 15 % » et le taux : « 50 % » est remplacé par le taux : « 75 % ».	L132-2 (2016-07-01) Les pratiques commerciales trompeuses mentionnées aux articles L. 121-2 à L. 121-4 sont punies d'un emprisonnement de deux ans et d'une amende de 300 000 euros. Le montant de l'amende peut être porté, de manière proportionnée aux avantages tirés du délit, à 10 % du chiffre d'affaires moyen annuel, calculé sur les trois […]		juste		sonnet-A	sonnet-B		Le dispositif modifie explicitement l'article L. 132-2 (montants et taux remplacés aux a) et b)).	Le dispositif modifie les montants et taux de l'article L. 132-2 du code de la consommation.		2026-09-24
juste	1054611b595baeea	senat	83151	Rejeté	M. LUCHE	L412-4	complété	JORFDOLE000036562265	art. add. après Article 11 decies	Après l’article 11 decies Insérer un article additionnel ainsi rédigé : L’article L. 412‑4 du code de la consommation est complété par un alinéa ainsi rédigé : « Pour les produits agricoles et alimentaires et les produits de la mer à l’état transformé, le lieu de production des matières premières principales utilisées est indiqué sur l’étiquette. »	L412-4 (2016-07-01) Sans préjudice des dispositions spécifiques relatives au mode d'indication de l'origine des denrées alimentaires, l'indication du pays d'origine est obligatoire pour les produits agricoles et alimentaires et les produits de la mer, à l'état brut ou transformé. La liste des produits concernés et les modalités d'applicat […]	//www.senat.fr/amendements/2017-2018/571/Amdt_334.html	juste		sonnet-A	sonnet-B		Le dispositif complète explicitement l'article L. 412-4 par un alinéa.	Le dispositif complète expressément l'article L. 412-4 du code de la consommation par un alinéa sur l'origine des matières premières.		2026-09-24
juste	1148695939acdf73	senat	69376	Retiré	M. DALLIER	L312-8	rédigé	JORFDOLE000026795365	Article 18	I. – Après l’alinéa 18 Insérer deux alinéas ainsi rédigés : …° Le 4° de l’article L. 312-8 est ainsi rédigé : « 4° Énonce les assurances et, en donnant une évaluation de leur coût, les stipulations et les sûretés réelles ou personnelles exigées, qui conditionnent la conclusion du prêt ; II. – Après l’alinéa 28 Insérer un alinéa ainsi rédigé : …° Au premier alinéa de l’article L. 313-1, après le mot : « référence, », sont insérés les mots : « à l’exception du coût de l'assurance emprunteur, ».	L312-8 (1993-07-27) L'offre définie à l'article précédent : 1° Mentionne l'identité des parties, et éventuellement des cautions déclarées ; 2° Précise la nature, l'objet, les modalités du prêt, notamment celles qui sont relatives aux dates et conditions de mise à disposition des fonds ainsi qu'à l'échéancier des amortissements ; 3° Indiqu […]	//www.senat.fr/amendements/2012-2013/423/Amdt_31.html	juste		sonnet-A	sonnet-B		Le dispositif réécrit explicitement le 4° de l'article L. 312-8 ; le II modifie L. 313-1, hors de la colonne article.	Le I du dispositif réécrit le 4° de l'article L. 312-8 ; le II modifie par ailleurs L. 313-1, sans affecter ce constat.		2026-09-24
juste	1178350a84660e12	senat	69590	Retiré	M. DESESSARD	L313-1	inséré	JORFDOLE000026795365	art. add. après Article 17 bis B	Après l'article 17 bis B Insérer un article additionnel ainsi rédigé : Après le premier alinéa de l'article L. 313-1 du code de la consommation, il est inséré un alinéa ainsi rédigé : « Dans le cadre d'un découvert autorisé, les frais de forçage prélevés par un établissement de crédit à l'occasion des opérations effectuées au-delà du découvert autorisé, au moyen d'une carte bancaire, sont inclus dans l'assiette du taux effectif global du crédit complémentaire. »	L313-1 (1993-07-27) Dans tous les cas, pour la détermination du taux effectif global du prêt, comme pour celle du taux effectif pris comme référence, sont ajoutés aux intérêts les frais, commissions ou rémunérations de toute nature, directs ou indirects, y compris ceux qui sont payés ou dus à des intermédiaires intervenus de quelque maniè […]	//www.senat.fr/amendements/2012-2013/423/Amdt_245.html	juste		sonnet-A	sonnet-B		Le dispositif insère explicitement un alinéa après le premier alinéa de l'article L. 313-1.	Le dispositif insère un nouvel alinéa après le premier alinéa de l'article L. 313-1 du code de la consommation.		2026-09-24
